SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE042020,POPESTIMATE2020
157,06,045,85600,00000,00000,1,A,Willits city,California,4888,4926,4922,4886,4871,4861,4869,4865,4885,4915,4945,4890,4850,4831
157,06,045,99990,00000,00000,1,F,Balance of Mendocino County,California,59156,59084,59095,58840,58805,58687,58818,58728,58861,59062,58713,58304,57875,57672
050,06,047,00000,00000,00000,0,A,Merced County,California,255793,255797,256709,259249,260776,261888,264241,266133,267370,270837,273733,277114,278938,279252
157,06,047,03162,00000,00000,1,A,Atwater city,California,28168,28552,28614,28948,29169,29232,29370,29596,29864,30290,30551,30641,30406,30296
157,06,047,19612,00000,00000,1,A,Dos Palos city,California,4950,4948,4958,4994,5008,5013,5032,5087,5132,5238,5329,5337,5290,5269
157,06,047,31568,00000,00000,1,A,Gustine city,California,5520,5512,5523,5563,5585,5598,5622,5667,5711,5762,5773,5778,5732,5709
157,06,047,42006,00000,00000,1,A,Livingston city,California,13058,13031,13105,13339,13433,13567,13728,13804,13872,14047,14354,14744,14894,14926
157,06,047,44028,00000,00000,1,A,Los Banos city,California,35972,35967,36167,36682,36814,36900,37062,37412,37917,38719,39614,40430,40570,40571
157,06,047,46898,00000,00000,1,A,Merced city,California,78958,78959,79097,79605,80035,80461,80933,81506,81866,82467,83220,84678,87499,88235
157,06,047,99990,00000,00000,1,F,Balance of Merced County,California,89167,88828,89245,90118,90732,91117,92494,93061,93008,94314,94892,95506,94547,94246
050,06,049,00000,00000,00000,0,A,Modoc County,California,9686,9686,9698,9513,9358,9154,9078,9064,8957,8864,8816,8866,8798,8763
157,06,049,01444,00000,00000,1,A,Alturas city,California,2827,2830,2837,2776,2719,2652,2639,2631,2591,2549,2530,2575,2553,2542
157,06,049,99990,00000,00000,1,F,Balance of Modoc County,California,6859,6856,6861,6737,6639,6502,6439,6433,6366,6315,6286,6291,6245,6221
050,06,051,00000,00000,00000,0,A,Mono County,California,14202,14204,14256,14424,14328,14064,14130,14074,14256,14333,14400,14450,14512,14534
157,06,051,45358,00000,00000,1,A,Mammoth Lakes town,California,8234,8234,8230,8281,8219,8056,8088,8066,8185,8217,8258,8292,8311,8317
157,06,051,99990,00000,00000,1,F,Balance of Mono County,California,5968,5970,6026,6143,6109,6008,6042,6008,6071,6116,6142,6158,6201,6217
050,06,053,00000,00000,00000,0,A,Monterey County,California,415057,415058,416358,420379,424222,426163,427985,430178,433436,433803,433359,433380,431854,430906
157,06,053,11250,00000,00000,1,A,Carmel-by-the-Sea city,California,3722,3674,3681,3709,3743,3761,3776,3789,3806,3801,3791,3775,3755,3744
157,06,053,18688,00000,00000,1,A,Del Rey Oaks city,California,1624,1624,1627,1640,1654,1663,1669,1674,1680,1676,1669,1660,1651,1645
157,06,053,30392,00000,00000,1,A,Gonzales city,California,8187,8139,8154,8213,8282,8323,8355,8380,8413,8392,8355,8313,8264,8237
157,06,053,30994,00000,00000,1,A,Greenfield city,California,16330,16343,16373,16501,16740,16902,16977,17165,17503,17590,17516,17579,17643,17644
157,06,053,38520,00000,00000,1,A,King City city,California,12874,12872,12900,13004,13119,13183,13361,13568,13721,13790,13831,13929,13972,13968
157,06,053,45778,00000,00000,1,A,Marina city,California,19718,19713,19731,19860,20126,20235,20485,21024,21531,21915,22203,22383,21838,21836
157,06,053,48872,00000,00000,1,A,Monterey city,California,27810,27774,28025,28420,28868,28751,28716,28648,28730,28638,28430,28526,28577,28511
157,06,053,54848,00000,00000,1,A,Pacific Grove city,California,15041,15044,15073,15193,15331,15408,15472,15522,15588,15557,15493,15428,15345,15299
157,06,053,64224,00000,00000,1,A,Salinas city,California,150441,150560,150798,152156,153688,154943,155822,156347,156981,156763,156357,155938,155274,154868
157,06,053,65112,00000,00000,1,A,Sand City city,California,334,334,335,339,342,343,377,411,415,424,433,431,428,427
157,06,053,70742,00000,00000,1,A,Seaside city,California,33025,33024,33178,33500,33786,33970,33982,34291,34297,34010,33976,33936,34216,34115
157,06,053,72520,00000,00000,1,A,Soledad city,California,25738,25738,26026,26406,26462,25712,25139,24777,25574,25976,25812,25781,25344,25247
157,06,053,99990,00000,00000,1,F,Balance of Monterey County,California,100213,100219,100457,101438,102081,102969,103854,104582,105197,105271,105493,105701,105547,105365
050,06,055,00000,00000,00000,0,A,Napa County,California,136484,136535,136752,137668,138504,139522,140331,140766,140778,139818,138620,137678,136493,135965
157,06,055,01640,00000,00000,1,A,American Canyon city,California,19454,19560,19617,19808,19962,20133,20247,20276,20320,20326,20412,20241,20041,19957
157,06,055,09892,00000,00000,1,A,Calistoga city,California,5155,5168,5173,5197,5218,5247,5271,5335,5380,5327,5352,5346,5304,5286
157,06,055,50258,00000,00000,1,A,Napa city,California,76915,77094,77187,77640,78106,78660,79107,79308,79264,78605,78522,78037,77329,77032
157,06,055,64140,00000,00000,1,A,St. Helena city,California,5814,5816,5819,5846,5876,5941,6038,6107,6118,6056,6060,6034,5982,5960
157,06,055,86930,00000,00000,1,A,Yountville city,California,2933,2925,2941,2977,2982,2996,3018,3028,3025,3005,3002,2987,2975,2970
157,06,055,99990,00000,00000,1,F,Balance of Napa County,California,26213,25972,26015,26200,26360,26545,26650,26712,26671,26499,25272,25033,24862,24760
050,06,057,00000,00000,00000,0,A,Nevada County,California,98764,98749,98795,98716,98165,97969,98605,98716,98939,99421,99472,99648,99675,99606
157,06,057,30798,00000,00000,1,A,Grass Valley city,California,12860,12876,12876,12852,12799,12782,12839,12808,12801,12832,12828,12838,12789,12763
157,06,057,50874,00000,00000,1,A,Nevada City city,California,3068,3110,3122,3143,3134,3130,3102,3183,3169,3156,3145,3151,3131,3127
157,06,057,80588,00000,00000,1,A,Truckee town,California,16180,16168,16167,16149,16083,16077,16231,16302,16416,16575,16627,16688,16919,16982
157,06,057,99990,00000,00000,1,F,Balance of Nevada County,California,66656,66595,66630,66572,66149,65980,66433,66423,66553,66858,66872,66971,66836,66734
050,06,059,00000,00000,00000,0,A,Orange County,California,3010232,3010258,3016376,3050199,3078710,3105262,3126523,3148952,3164277,3174159,3175579,3170851,3170769,3166857
157,06,059,00947,00000,00000,1,A,Aliso Viejo city,California,47823,47668,47821,48612,49198,49623,49804,49877,49811,50352,50739,50543,50491,50412
157,06,059,02000,00000,00000,1,A,Anaheim city,California,336265,336332,337860,343357,345963,347853,349119,350578,351979,352710,353043,354006,354092,353676
157,06,059,08100,00000,00000,1,A,Brea city,California,39282,39195,39449,40512,41183,41921,42783,43333,43720,43934,44170,44514,44533,44484
157,06,059,08786,00000,00000,1,A,Buena Park city,California,80530,80456,80554,81291,81841,82201,82311,82431,82762,82864,82417,81841,81487,81269
157,06,059,16532,00000,00000,1,A,Costa Mesa city,California,109960,110082,110137,110967,111672,112127,112731,113420,113368,113032,113068,112986,112622,112366
157,06,059,17750,00000,00000,1,A,Cypress city,California,47802,47858,47883,48274,48597,48853,48993,49150,49217,49223,49150,49106,49057,48982
157,06,059,17946,00000,00000,1,A,Dana Point city,California,33351,33291,33310,33571,33792,33940,33987,34083,34122,34011,33804,33605,33509,33436
157,06,059,25380,00000,00000,1,A,Fountain Valley city,California,55313,55360,55385,55804,56187,56574,56789,56892,56824,56541,56123,55702,55531,55405
157,06,059,28000,00000,00000,1,A,Fullerton city,California,135161,135183,135251,136357,138220,139347,140205,140896,141589,141851,141342,140587,140227,139921
157,06,059,29000,00000,00000,1,A,Garden Grove city,California,170883,170960,171073,172502,173398,173910,174161,174435,174314,173575,172782,171987,171682,171366
157,06,059,36000,00000,00000,1,A,Huntington Beach city,California,189992,190987,191080,192599,193956,195547,197182,199199,200580,200521,200217,199491,198741,198246
157,06,059,36770,00000,00000,1,A,Irvine city,California,212375,212125,214371,220760,227858,237032,245495,252146,258652,267652,274370,279059,282787,283700
157,06,059,39178,00000,00000,1,A,Laguna Beach city,California,22723,22743,22760,22958,23116,23222,23261,23316,23304,23191,23018,22837,22745,22687
157,06,059,39220,00000,00000,1,A,Laguna Hills city,California,30344,30679,30696,30925,31115,31240,31277,31317,31694,31948,31690,31417,31281,31197
157,06,059,39248,00000,00000,1,A,Laguna Niguel city,California,62979,62993,63064,63632,64056,64371,64518,64638,65092,65289,65195,65059,64750,64569
157,06,059,39259,00000,00000,1,A,Laguna Woods city,California,16192,15991,15998,16118,16216,16279,16296,16315,16294,16208,16076,15938,15864,15819
157,06,059,39290,00000,00000,1,A,La Habra city,California,60239,61447,61502,62001,62383,62763,62992,63119,63105,63075,62855,62554,62409,62285
157,06,059,39496,00000,00000,1,A,Lake Forest city,California,77264,77445,77506,78140,78656,79058,79485,81292,83252,84203,85152,85586,85474,85329
157,06,059,40256,00000,00000,1,A,La Palma city,California,15568,15537,15544,15659,15770,15847,15863,15882,15855,15780,15666,15529,15458,15415
157,06,059,43224,00000,00000,1,A,Los Alamitos city,California,11449,11352,11357,11447,11523,11596,11631,11653,11651,11600,11510,11439,11410,11386
157,06,059,48256,00000,00000,1,A,Mission Viejo city,California,93305,93101,93144,93876,94556,95089,95714,96621,96850,96388,95716,94950,94505,94242
157,06,059,51182,00000,00000,1,A,Newport Beach city,California,85186,85211,85262,85933,86473,86811,86879,86921,86759,86863,86748,86290,86781,86834
157,06,059,53980,00000,00000,1,A,Orange city,California,136416,136778,137009,138272,139044,139782,139675,140024,139718,139867,139832,139131,138546,138192
157,06,059,57526,00000,00000,1,A,Placentia city,California,50533,50902,50937,51374,51937,52356,52458,52658,52681,52420,52024,51596,51587,51519
157,06,059,59587,00000,00000,1,A,Rancho Santa Margarita city,California,47853,47855,47877,48239,48547,48767,48876,48972,48903,48693,48348,47927,47703,47569
157,06,059,65084,00000,00000,1,A,San Clemente city,California,63522,63500,63556,64123,64574,64843,65002,65285,65367,65242,64897,64550,64611,64551
157,06,059,68028,00000,00000,1,A,San Juan Capistrano city,California,34593,34411,34453,34783,35078,35480,35803,35997,36102,36084,36040,35983,35888,35810
157,06,059,69000,00000,00000,1,A,Santa Ana city,California,324528,324778,325069,327731,329764,331791,333293,334523,334385,333905,332624,330910,331485,331301
157,06,059,70686,00000,00000,1,A,Seal Beach city,California,24168,24165,24176,24346,24484,24571,24602,24614,24590,24441,24263,24052,23952,23887
157,06,059,73962,00000,00000,1,A,Stanton city,California,38186,37829,37863,38144,38324,38471,38558,38700,38740,38576,38291,38075,37984,37904
157,06,059,80854,00000,00000,1,A,Tustin city,California,75540,75299,75365,76116,77226,78042,78663,80004,80967,80966,80407,79906,79913,79815
157,06,059,82744,00000,00000,1,A,Villa Park city,California,5812,5822,5825,5868,5907,5930,5939,5952,5953,5924,5879,5836,5815,5801
157,06,059,84550,00000,00000,1,A,Westminster city,California,89701,89511,89575,90348,90972,91362,91492,91706,91777,91497,90906,90251,89951,89740
157,06,059,86832,00000,00000,1,A,Yorba Linda city,California,64234,64176,64341,65263,65989,66708,67263,67686,68145,68354,68123,67948,68073,68027
157,06,059,99990,00000,00000,1,F,Balance of Orange County,California,121160,119236,119323,120297,121135,121955,123423,125317,126155,127379,129094,129660,129825,129715
050,06,061,00000,00000,00000,0,A,Placer County,California,348432,348481,350007,356323,360269,365415,369241,372870,379046,385348,392735,398918,402221,402950
157,06,061,03204,00000,00000,1,A,Auburn city,California,13330,13313,13349,13513,13584,13741,13847,13862,13937,14004,14126,14206,14215,14205
157,06,061,14498,00000,00000,1,A,Colfax city,California,1963,1944,1948,1968,1976,1985,1986,1984,1991,1994,2000,2006,2010,2009
157,06,061,41474,00000,00000,1,A,Lincoln city,California,42819,42922,43094,43824,44279,45065,45821,46397,47103,47670,48258,48655,48945,48996
157,06,061,43140,00000,00000,1,A,Loomis town,California,6430,6417,6437,6519,6553,6602,6630,6655,6728,6785,6835,6860,6854,6844
157,06,061,62364,00000,00000,1,A,Rocklin city,California,56974,57135,57482,58662,59181,59829,60385,61167,62913,65119,67656,69474,70035,70159
157,06,061,62938,00000,00000,1,A,Roseville city,California,118788,119277,119960,122688,124630,126997,128679,130460,133176,135618,138797,141948,144135,144725
157,06,061,99990,00000,00000,1,F,Balance of Placer County,California,108128,107473,107737,109149,110066,111196,111893,112345,113198,114158,115063,115769,116027,116012
050,06,063,00000,00000,00000,0,A,Plumas County,California,20007,20007,19915,19720,19380,18901,18631,18435,18691,18680,18830,19052,18991,18967
157,06,063,58352,00000,00000,1,A,Portola city,California,2104,2074,2063,2030,1986,1933,1901,1877,1899,1894,1906,1925,1916,1913
157,06,063,99990,00000,00000,1,F,Balance of Plumas County,California,17903,17933,17852,17690,17394,16968,16730,16558,16792,16786,16924,17127,17075,17054
050,06,065,00000,00000,00000,0,A,Riverside County,California,2189641,2189785,2201562,2233840,2260763,2286087,2315238,2344648,2378282,2413058,2443221,2465569,2485219,2489188
157,06,065,03820,00000,00000,1,A,Banning city,California,29603,28684,28794,29076,29282,29453,29660,29849,30049,30243,30363,30377,30397,30380
157,06,065,04758,00000,00000,1,A,Beaumont city,California,36877,36932,37408,38699,39554,40560,41978,43528,44916,46475,48297,50112,51147,51449
157,06,065,07218,00000,00000,1,A,Blythe city,California,20817,20898,20588,20310,20647,19840,19237,19182,19750,19670,19943,19674,19731,19673
157,06,065,09864,00000,00000,1,A,Calimesa city,California,7879,7814,7844,7925,8014,8127,8270,8422,8637,8878,9025,9314,9770,9913
157,06,065,10928,00000,00000,1,A,Canyon Lake city,California,10561,10550,10591,10693,10768,10834,10919,11013,11108,11195,11270,11292,11313,11310
157,06,065,12048,00000,00000,1,A,Cathedral City city,California,51200,51233,51429,51981,52418,52726,53086,53449,53880,54435,54938,55241,55604,55678
157,06,065,14260,00000,00000,1,A,Coachella city,California,40704,40712,41023,41845,42546,43400,44036,44388,44763,45209,45717,46115,46481,46564
157,06,065,16350,00000,00000,1,A,Corona city,California,152374,152283,152883,154494,156301,158566,160420,161577,164056,167049,168656,169829,170810,170996
157,06,065,18996,00000,00000,1,A,Desert Hot Springs city,California,25938,27063,27223,27673,27936,28110,28306,28501,28722,29106,29449,29486,29597,29611
157,06,065,21230,00000,00000,1,A,Eastvale city,California,A,53712,53958,55088,56647,58436,60222,62158,64031,65231,65889,66410,67066,67230
157,06,065,33182,00000,00000,1,A,Hemet city,California,78657,78695,79105,80153,80897,81600,82389,83128,83861,84518,84936,85037,85183,85161
157,06,065,36434,00000,00000,1,A,Indian Wells city,California,4958,4958,4981,5037,5080,5129,5193,5260,5332,5402,5462,5499,5537,5544
157,06,065,36448,00000,00000,1,A,Indio city,California,76036,79225,79679,81076,82289,83375,84905,86504,87747,89047,90263,91105,91781,91919
157,06,065,37692,00000,00000,1,A,Jurupa Valley city,California,A,94983,95350,96612,97692,98329,99284,100608,102540,105103,107265,108507,109504,109745
157,06,065,39486,00000,00000,1,A,Lake Elsinore city,California,51821,53301,53590,54424,55809,57487,59073,60875,62390,63533,64414,64864,65658,65867
157,06,065,40354,00000,00000,1,A,La Quinta city,California,37467,37462,37628,38075,38412,38879,39576,40277,40880,41343,41715,41989,42227,42271
157,06,065,46842,00000,00000,1,A,Menifee city,California,77519,77384,78115,80142,81679,83224,84885,86563,88415,90521,92906,95347,97156,97675
157,06,065,49270,00000,00000,1,A,Moreno Valley city,California,193365,193330,194168,196464,198201,199526,201013,202536,204308,206724,209221,211010,212145,212349
157,06,065,50076,00000,00000,1,A,Murrieta city,California,103466,103726,104175,105325,106164,106855,108028,109278,111039,113073,114338,115486,116334,116522
157,06,065,51560,00000,00000,1,A,Norco city,California,27063,27216,27234,27363,27437,26981,26963,26307,26827,26905,26876,26719,27935,27892
157,06,065,55184,00000,00000,1,A,Palm Desert city,California,48445,48449,48726,49456,49946,50406,51009,51664,52293,52865,53285,53438,53535,53524
157,06,065,55254,00000,00000,1,A,Palm Springs city,California,44552,44554,44755,45288,45706,46122,46622,47113,47613,48105,48501,48697,48901,48929
157,06,065,56700,00000,00000,1,A,Perris city,California,68386,68562,69103,70385,71079,72022,73102,74197,75718,77155,78058,78620,78961,79011
157,06,065,59500,00000,00000,1,A,Rancho Mirage city,California,17218,17138,17241,17461,17570,17687,17836,17994,18170,18354,18529,18724,18909,18954
157,06,065,62000,00000,00000,1,A,Riverside city,California,303871,303905,305417,308997,311572,314180,316834,320108,323016,326067,328306,329785,330745,330786
157,06,065,67112,00000,00000,1,A,San Jacinto city,California,44199,44200,44383,44846,45221,45589,45995,46442,46976,47617,48606,49494,50747,51122
157,06,065,78120,00000,00000,1,A,Temecula city,California,100097,99970,100598,102565,104327,105902,108066,110120,111502,112763,113583,113755,113917,113878
157,06,065,85446,00000,00000,1,A,Wildomar city,California,32176,32211,32369,32773,33135,33627,34170,34599,35159,35814,36307,36520,36582,36574
157,06,065,99990,00000,00000,1,F,Balance of Riverside County,California,504392,350635,353204,359614,364434,369115,374161,379008,384584,390658,397103,403123,407546,408661
050,06,067,00000,00000,00000,0,A,Sacramento County,California,1418788,1418736,1421381,1433712,1444819,1457283,1474828,1493547,1511401,1527984,1539550,1551660,1558550,1559146
157,06,067,13588,00000,00000,1,A,Citrus Heights city,California,83301,83118,83188,83662,84149,84704,85439,86340,87170,87746,87900,87885,87804,87691
157,06,067,22020,00000,00000,1,A,Elk Grove city,California,153015,152988,153417,155375,157896,160704,163241,166259,169405,171827,173241,175212,176912,177302
157,06,067,24638,00000,00000,1,A,Folsom city,California,72203,72147,72133,72691,73295,73106,75295,76324,77436,78351,78832,80689,82372,82726
157,06,067,28112,00000,00000,1,A,Galt city,California,23647,23717,23747,24015,24262,24431,24744,25175,25602,26052,26343,26468,26551,26551
157,06,067,36882,00000,00000,1,A,Isleton city,California,804,804,805,810,815,820,825,833,840,849,861,864,863,862
157,06,067,59444,00000,00000,1,A,Rancho Cordova city,California,64776,64805,65019,65881,66691,67768,69136,70581,72097,73487,74579,75565,76071,76166
157,06,067,64000,00000,00000,1,A,Sacramento city,California,466488,466369,467246,470788,473430,476645,481284,486741,492284,498386,504185,509748,512467,512838
157,06,067,99990,00000,00000,1,S,Balance of Sacramento County,California,554554,554788,555826,560490,564281,569105,574864,581294,586567,591286,593609,595229,595510,595010
050,06,069,00000,00000,00000,0,A,San Benito County,California,55269,55265,55544,56094,56704,57320,57891,58276,59270,60190,61415,62803,63808,64055
157,06,069,34120,00000,00000,1,A,Hollister city,California,34928,35221,35415,35908,36412,36836,37263,37583,38247,38941,39885,40892,41621,41805
157,06,069,68014,00000,00000,1,A,San Juan Bautista city,California,1862,1844,1851,1856,1865,1882,1899,1907,1937,1957,2009,2066,2111,2124
157,06,069,99990,00000,00000,1,F,Balance of San Benito County,California,18479,18200,18278,18330,18427,18602,18729,18786,19086,19292,19521,19845,20076,20126
050,06,071,00000,00000,00000,0,A,San Bernardino County,California,2035210,2035172,2040803,2060596,2073088,2082101,2098346,2114352,2130726,2149847,2165627,2177279,2187894,2189183
157,06,071,00296,00000,00000,1,A,Adelanto city,California,31765,31760,31679,31915,31222,31414,32745,33376,33484,34309,34411,34506,34540,34537
157,06,071,02364,00000,00000,1,A,Apple Valley town,California,69135,69146,69310,69933,70337,70688,71194,71760,72358,72984,73521,73841,74048,74061
157,06,071,04030,00000,00000,1,A,Barstow city,California,22639,22747,22806,22977,23076,23200,23313,23415,23491,23555,23564,23580,23592,23581
157,06,071,06434,00000,00000,1,A,Big Bear Lake city,California,5019,5039,5049,5094,5125,5140,5170,5210,5249,5280,5305,5323,5337,5338
157,06,071,13210,00000,00000,1,A,Chino city,California,77983,78074,78604,79646,79966,80956,83734,85200,86113,87570,88804,90869,91957,92290
157,06,071,13214,00000,00000,1,A,Chino Hills city,California,74799,74792,74958,75568,75934,76159,76973,78009,79210,81824,83999,84435,84595,84586
157,06,071,14890,00000,00000,1,A,Colton city,California,52154,52118,52220,52606,52853,53027,53267,53545,53812,54005,54190,54414,54629,54661
157,06,071,24680,00000,00000,1,A,Fontana city,California,196069,196457,197216,199771,201090,202195,203723,205637,208410,211049,213232,214632,215907,216173
157,06,071,30658,00000,00000,1,A,Grand Terrace city,California,12040,12038,12060,12143,12227,12286,12333,12393,12447,12488,12534,12596,12674,12692
157,06,071,33434,00000,00000,1,A,Hesperia city,California,90173,90096,90262,90896,91258,91477,91901,92516,93205,94169,95304,96242,96797,96911
157,06,071,33588,00000,00000,1,A,Highland city,California,53104,53110,53214,53618,53873,54047,54275,54532,54794,55093,55442,55649,55713,55696
157,06,071,42370,00000,00000,1,A,Loma Linda city,California,23261,23282,23316,23468,23550,23664,23797,23895,23967,24013,24194,24392,24546,24581
157,06,071,48788,00000,00000,1,A,Montclair city,California,36664,36649,36767,37119,37270,37368,38240,39203,39499,39785,40064,40205,40525,40600
157,06,071,50734,00000,00000,1,A,Needles city,California,4844,4826,4835,4868,4889,4895,4911,4934,4953,4968,4979,4962,4950,4942
157,06,071,53896,00000,00000,1,A,Ontario city,California,163924,163931,164380,165899,166681,167267,168251,169560,172140,175373,178635,181636,183056,183393
157,06,071,59451,00000,00000,1,A,Rancho Cucamonga city,California,165269,165373,166361,169048,170739,171952,173731,175265,176707,177807,178279,178556,178917,178849
157,06,071,59962,00000,00000,1,A,Redlands city,California,68747,68699,68841,69380,69685,69864,70184,70576,71011,71434,71728,71972,72236,72271
157,06,071,60466,00000,00000,1,A,Rialto city,California,99171,99301,99567,100548,101201,101595,102043,102555,102953,103207,103537,103847,104119,104132
157,06,071,65000,00000,00000,1,A,San Bernardino city,California,209924,210309,210484,211791,212807,213377,213969,215095,216188,216818,216869,216737,217459,217491
157,06,071,80994,00000,00000,1,A,Twentynine Palms city,California,25048,25048,25107,25507,25878,25959,26057,26188,26274,26814,26769,26456,27443,27433
157,06,071,81344,00000,00000,1,A,Upland city,California,73732,73719,73865,74444,74816,75091,75563,76047,76569,77109,77481,77728,77864,77850
157,06,071,82590,00000,00000,1,A,Victorville city,California,115903,115895,116306,117737,119985,120652,121118,121582,121938,122144,122514,123134,124808,124982
157,06,071,87042,00000,00000,1,A,Yucaipa city,California,51367,51279,51386,51858,52290,52559,52780,53183,53692,54087,54482,54728,54838,54833
157,06,071,87056,00000,00000,1,A,Yucca Valley town,California,20700,20654,20694,20846,20951,21017,21191,21391,21501,21617,21730,21787,21843,21845
157,06,071,99990,00000,00000,1,F,Balance of San Bernardino County,California,291776,290830,291516,293916,295385,296252,297883,299285,300761,302345,304060,305052,305501,305455
050,06,073,00000,00000,00000,0,A,San Diego County,California,3095313,3095352,3103260,3137236,3175148,3210788,3249307,3280825,3305462,3319019,3332483,3330459,3334413,3332427
157,06,073,11194,00000,00000,1,A,Carlsbad city,California,105328,105349,105768,107402,108981,110680,112007,112920,113729,114143,114209,114317,115347,115599
157,06,073,13392,00000,00000,1,A,Chula Vista city,California,243916,243912,244744,248483,252854,257267,260705,262864,264780,266627,268698,270832,272605,272979
157,06,073,16378,00000,00000,1,A,Coronado city,California,18912,24701,24014,23613,24393,24667,24600,24514,26187,25139,23494,25130,22682,22647
157,06,073,18506,00000,00000,1,A,Del Mar city,California,4161,4163,4172,4201,4233,4270,4295,4316,4333,4335,4331,4315,4310,4304
157,06,073,21712,00000,00000,1,A,El Cajon city,California,99478,99589,99815,100696,101533,102289,102890,103387,103788,103755,103400,102966,102600,102401
157,06,073,22678,00000,00000,1,A,Encinitas city,California,59518,59500,59638,60260,60952,61628,62218,62732,63120,63170,63035,62855,62751,62671
157,06,073,22804,00000,00000,1,A,Escondido city,California,143911,143990,144433,146056,147383,148498,149340,149987,150546,150651,150485,150394,150137,149943
157,06,073,36294,00000,00000,1,A,Imperial Beach city,California,26324,26329,26382,26603,26827,27003,27085,27250,27362,27311,27317,27386,27365,27325
157,06,073,40004,00000,00000,1,A,La Mesa city,California,57065,57014,57347,58263,58753,59227,59575,60014,60438,60486,60315,59998,59826,59724
157,06,073,41124,00000,00000,1,A,Lemon Grove city,California,25320,25318,25376,25597,25806,26075,26434,26704,26862,26875,26782,26669,26577,26528
157,06,073,50398,00000,00000,1,A,National City city,California,58582,58557,58603,59006,59387,59829,60377,60932,61352,61560,61543,61307,61049,60932
157,06,073,53322,00000,00000,1,A,Oceanside city,California,167086,167560,167944,169650,171385,173021,174348,175324,175923,175957,176081,175716,175006,174648
157,06,073,58520,00000,00000,1,A,Poway city,California,47811,47805,47924,48381,48910,49406,49707,49942,50096,50035,49851,49561,49352,49246
157,06,073,66000,00000,00000,1,A,San Diego city,California,1307402,1301927,1305632,1319189,1335155,1352997,1372024,1387567,1400130,1409982,1420070,1420200,1422710,1422420
157,06,073,68196,00000,00000,1,A,San Marcos city,California,83781,83638,83948,85189,86776,89487,91925,93662,94550,95157,96398,97390,97504,97477
157,06,073,70224,00000,00000,1,A,Santee city,California,53413,53413,53677,54525,55270,56122,56620,56802,56866,57074,57519,57932,57867,57770
157,06,073,72506,00000,00000,1,A,Solana Beach city,California,12867,12867,12894,13004,13112,13214,13289,13352,13391,13370,13319,13264,13215,13190
157,06,073,82996,00000,00000,1,A,Vista city,California,93834,93157,93353,94226,95287,96247,96915,97948,99934,101172,100908,100736,100714,100636
157,06,073,99990,00000,00000,1,F,Balance of San Diego County,California,486604,486563,487596,492892,498151,498861,504953,510608,512075,512220,514728,509491,512796,511987
050,06,075,00000,00000,00000,0,C,San Francisco County,California,805235,805184,805519,815694,828963,839695,850918,863237,871343,877471,879676,878826,870561,866606
157,06,075,67000,00000,00000,1,A,San Francisco city,California,805235,805184,805519,815694,828963,839695,850918,863237,871343,877471,879676,878826,870561,866606
050,06,077,00000,00000,00000,0,A,San Joaquin County,California,685306,685298,687115,694265,699444,701831,711296,721919,732662,743286,752590,761571,767048,767967
157,06,077,22790,00000,00000,1,A,Escalon city,California,7132,7123,7134,7188,7219,7232,7343,7450,7507,7553,7568,7589,7589,7580
157,06,077,40704,00000,00000,1,A,Lathrop city,California,18023,17588,17781,18309,18629,18991,19597,20553,21629,22637,23713,24968,26046,26373
157,06,077,42202,00000,00000,1,A,Lodi city,California,62134,62121,62242,62714,63038,63096,63585,64224,64856,65712,66673,67372,68038,68186
157,06,077,45484,00000,00000,1,A,Manteca city,California,67096,67338,67749,69315,70769,71890,73314,75074,77030,79150,81424,83286,84221,84445
157,06,077,61026,00000,00000,1,A,Ripon city,California,14297,14408,14439,14588,14719,14799,14977,15186,15500,15793,15989,16233,16652,16774
157,06,077,75000,00000,00000,1,A,Stockton city,California,291707,292348,292984,295618,297463,297806,301281,304799,307650,310459,311731,313091,313107,312716
157,06,077,80238,00000,00000,1,A,Tracy city,California,82922,83426,83605,84280,84729,84853,85583,86639,88020,89794,91496,92909,94571,95025
157,06,077,99990,00000,00000,1,F,Balance of San Joaquin County,California,141995,140946,141181,142253,142878,143164,145616,147994,150470,152188,153996,156123,156824,156868
050,06,079,00000,00000,00000,0,A,San Luis Obispo County,California,269637,269599,269800,271056,274174,275713,278271,280138,281884,282473,283250,282728,282577,282249
157,06,079,02868,00000,00000,1,A,Arroyo Grande city,California,17252,17278,17299,17360,17497,17638,17773,17940,17979,17981,17970,17897,17848,17821
157,06,079,03064,00000,00000,1,A,Atascadero city,California,28310,28306,28425,28649,28783,29149,29463,30062,30422,30538,30549,30451,30335,30254
157,06,079,22300,00000,00000,1,A,El Paso de Robles (Paso Robles) city,California,29793,29744,29789,30037,30446,30779,30976,31162,31362,31504,31461,31522,31535,31521
157,06,079,31393,00000,00000,1,A,Grover Beach city,California,13156,13158,13175,13208,13286,13370,13429,13524,13580,13570,13496,13411,13351,13325
157,06,079,49362,00000,00000,1,A,Morro Bay city,California,10234,10235,10256,10306,10373,10445,10496,10590,10649,10651,10603,10537,10560,10560
