SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE042020,POPESTIMATE2020
040,06,000,00000,00000,00000,0,A,California,California,37253956,37254522,37319550,37636311,37944551,38253768,38586706,38904296,39149186,39337785,39437463,39437610,39418894,39368078
162,06,000,00296,00000,00000,0,A,Adelanto city,California,31765,31760,31679,31915,31222,31414,32745,33376,33484,34309,34411,34506,34540,34537
162,06,000,00394,00000,00000,0,A,Agoura Hills city,California,20330,20336,20336,20412,20484,20537,20585,20634,20586,20471,20307,20103,19954,19881
162,06,000,00562,00000,00000,0,A,Alameda city,California,73812,73812,73901,74690,75750,76616,77646,78997,80023,80178,80196,79813,79170,78841
162,06,000,00674,00000,00000,0,A,Albany city,California,18539,18595,18615,18795,19041,19286,19557,19827,19958,20168,20352,20257,20110,20031
162,06,000,00884,00000,00000,0,A,Alhambra city,California,83089,83073,83107,83562,84006,84305,84635,85086,85341,85270,84666,83932,83502,83261
162,06,000,00947,00000,00000,0,A,Aliso Viejo city,California,47823,47668,47821,48612,49198,49623,49804,49877,49811,50352,50739,50543,50491,50412
162,06,000,01444,00000,00000,0,A,Alturas city,California,2827,2830,2837,2776,2719,2652,2639,2631,2591,2549,2530,2575,2553,2542
162,06,000,01514,00000,00000,0,A,Amador City city,California,185,187,187,185,184,184,187,190,192,194,196,197,198,199
162,06,000,01640,00000,00000,0,A,American Canyon city,California,19454,19560,19617,19808,19962,20133,20247,20276,20320,20326,20412,20241,20041,19957
162,06,000,02000,00000,00000,0,A,Anaheim city,California,336265,336332,337860,343357,345963,347853,349119,350578,351979,352710,353043,354006,354092,353676
162,06,000,02042,00000,00000,0,A,Anderson city,California,9932,9963,9978,10111,10240,10311,10366,10341,10349,10409,10439,10582,10573,10565
162,06,000,02112,00000,00000,0,A,Angels city,California,3836,3805,3794,3755,3714,3696,3695,3721,3812,3840,3863,3921,3955,3963
162,06,000,02252,00000,00000,0,A,Antioch city,California,102372,102745,103062,104279,105597,107397,108960,110255,111105,111426,111622,111605,111703,111605
162,06,000,02364,00000,00000,0,A,Apple Valley town,California,69135,69146,69310,69933,70337,70688,71194,71760,72358,72984,73521,73841,74048,74061
162,06,000,02462,00000,00000,0,A,Arcadia city,California,56364,56242,56244,56444,56640,56967,57197,57381,57447,57304,57105,56689,56460,56323
162,06,000,02476,00000,00000,0,A,Arcata city,California,17231,17405,17685,17971,17934,17886,17877,17983,18215,18297,18374,18346,18079,18044
162,06,000,02868,00000,00000,0,A,Arroyo Grande city,California,17252,17278,17299,17360,17497,17638,17773,17940,17979,17981,17970,17897,17848,17821
162,06,000,02896,00000,00000,0,A,Artesia city,California,16522,16522,16523,16590,16653,16700,16722,16730,16679,16592,16488,16343,16228,16168
162,06,000,02924,00000,00000,0,A,Arvin city,California,19304,19302,19374,19670,19912,20043,20116,20361,20605,20844,21275,21638,21753,21757
162,06,000,03064,00000,00000,0,A,Atascadero city,California,28310,28306,28425,28649,28783,29149,29463,30062,30422,30538,30549,30451,30335,30254
162,06,000,03092,00000,00000,0,A,Atherton town,California,6914,6940,6932,6937,6976,7005,7025,7050,7061,7076,7083,7054,7028,7011
162,06,000,03162,00000,00000,0,A,Atwater city,California,28168,28552,28614,28948,29169,29232,29370,29596,29864,30290,30551,30641,30406,30296
162,06,000,03204,00000,00000,0,A,Auburn city,California,13330,13313,13349,13513,13584,13741,13847,13862,13937,14004,14126,14206,14215,14205
162,06,000,03274,00000,00000,0,A,Avalon city,California,3728,3728,3739,3773,3789,3801,3807,3810,3798,3779,3747,3707,3680,3666
162,06,000,03302,00000,00000,0,A,Avenal city,California,15505,15504,15264,15000,14773,14071,13164,13163,12463,12530,13310,13485,13396,13362
162,06,000,03386,00000,00000,0,A,Azusa city,California,46361,46574,46539,46725,47344,48103,48842,49441,49629,49676,49771,49689,49390,49238
162,06,000,03526,00000,00000,0,A,Bakersfield city,California,347483,347783,348760,352430,357002,362066,366673,370871,374084,377170,379915,382682,385406,385725
162,06,000,03666,00000,00000,0,A,Baldwin Park city,California,75390,75397,75409,75772,76144,76389,76463,76492,76409,76211,75807,75243,74734,74480
162,06,000,03820,00000,00000,0,A,Banning city,California,29603,28684,28794,29076,29282,29453,29660,29849,30049,30243,30363,30377,30397,30380
162,06,000,04030,00000,00000,0,A,Barstow city,California,22639,22747,22806,22977,23076,23200,23313,23415,23491,23555,23564,23580,23592,23581
162,06,000,04758,00000,00000,0,A,Beaumont city,California,36877,36932,37408,38699,39554,40560,41978,43528,44916,46475,48297,50112,51147,51449
162,06,000,04870,00000,00000,0,A,Bell city,California,35477,35469,35466,35596,35720,35810,35853,35855,35727,35524,35348,35114,34857,34734
162,06,000,04982,00000,00000,0,A,Bellflower city,California,76616,76625,76616,76907,77182,77400,77519,77543,77284,76913,76439,75790,75383,75162
162,06,000,04996,00000,00000,0,A,Bell Gardens city,California,42072,42058,42053,42203,42356,42460,42518,42551,42437,42231,41874,41410,41105,40954
162,06,000,05108,00000,00000,0,A,Belmont city,California,25835,25900,25933,26189,26531,26806,27019,27207,27211,27156,27071,26829,26634,26533
162,06,000,05164,00000,00000,0,A,Belvedere city,California,2068,2071,2073,2091,2101,2118,2129,2136,2137,2130,2128,2119,2105,2099
162,06,000,05290,00000,00000,0,A,Benicia city,California,26997,27035,27058,27151,27340,27530,27789,27956,28121,28195,28219,28163,28044,27988
162,06,000,06000,00000,00000,0,A,Berkeley city,California,112580,112443,112938,114477,115819,117373,119348,121175,122175,123084,123541,123757,123104,122726
162,06,000,06308,00000,00000,0,A,Beverly Hills city,California,34109,33923,33919,34070,34233,34335,34374,34391,34272,34075,33808,33433,33135,33001
162,06,000,06434,00000,00000,0,A,Big Bear Lake city,California,5019,5039,5049,5094,5125,5140,5170,5210,5249,5280,5305,5323,5337,5338
162,06,000,06560,00000,00000,0,A,Biggs city,California,1707,1701,1699,1688,1684,1680,1711,1816,1899,1911,1920,2093,2042,2025
162,06,000,06798,00000,00000,0,A,Bishop city,California,3879,3879,3872,3846,3835,3833,3817,3780,3742,3728,3741,3766,3780,3778
162,06,000,07162,00000,00000,0,A,Blue Lake city,California,1253,1251,1254,1257,1249,1245,1241,1250,1265,1264,1259,1251,1246,1244
162,06,000,07218,00000,00000,0,A,Blythe city,California,20817,20898,20588,20310,20647,19840,19237,19182,19750,19670,19943,19674,19731,19673
162,06,000,07946,00000,00000,0,A,Bradbury city,California,1048,1047,1050,1059,1065,1070,1074,1080,1079,1070,1058,1049,1040,1036
162,06,000,08058,00000,00000,0,A,Brawley city,California,24953,24977,25042,25226,25263,25312,25468,25579,25836,25932,25935,25987,26032,26015
162,06,000,08100,00000,00000,0,A,Brea city,California,39282,39195,39449,40512,41183,41921,42783,43333,43720,43934,44170,44514,44533,44484
162,06,000,08142,00000,00000,0,A,Brentwood city,California,51481,51627,51854,52678,53447,54783,56508,58350,60243,61980,63435,64430,64927,65017
162,06,000,08310,00000,00000,0,A,Brisbane city,California,4282,4273,4282,4336,4395,4446,4528,4631,4671,4675,4667,4628,4595,4576
162,06,000,08758,00000,00000,0,A,Buellton city,California,4828,4849,4858,4875,4901,4940,4970,4988,5070,5208,5328,5399,5441,5449
162,06,000,08786,00000,00000,0,A,Buena Park city,California,80530,80456,80554,81291,81841,82201,82311,82431,82762,82864,82417,81841,81487,81269
162,06,000,08954,00000,00000,0,A,Burbank city,California,103340,103360,103573,104416,104820,105104,105252,105271,104877,104281,103423,102676,102155,101866
162,06,000,09066,00000,00000,0,A,Burlingame city,California,28806,28815,28847,29119,29553,29903,30132,30356,30373,30294,30176,29900,29674,29557
162,06,000,09598,00000,00000,0,A,Calabasas city,California,23058,23471,23471,23660,23845,23914,24027,24115,24052,23978,23826,23620,23691,23688
162,06,000,09710,00000,00000,0,A,Calexico city,California,38572,38573,38660,39013,39306,39558,39804,39839,39975,39996,39939,39745,39634,39547
162,06,000,09780,00000,00000,0,A,California City city,California,14120,14120,13463,12830,13325,13200,13205,13208,13671,13903,14226,14266,13943,13908
162,06,000,09864,00000,00000,0,A,Calimesa city,California,7879,7814,7844,7925,8014,8127,8270,8422,8637,8878,9025,9314,9770,9913
162,06,000,09878,00000,00000,0,A,Calipatria city,California,7705,7694,7687,7677,7982,7076,7487,7385,7503,7531,7396,7088,6814,6781
162,06,000,09892,00000,00000,0,A,Calistoga city,California,5155,5168,5173,5197,5218,5247,5271,5335,5380,5327,5352,5346,5304,5286
162,06,000,10046,00000,00000,0,A,Camarillo city,California,65201,65175,65484,66171,66292,66463,66719,67225,67657,67817,68516,69346,69524,69521
162,06,000,10345,00000,00000,0,A,Campbell city,California,39349,40578,40672,41137,41583,42225,42581,42945,43168,43008,43007,42935,42603,42427
162,06,000,10928,00000,00000,0,A,Canyon Lake city,California,10561,10550,10591,10693,10768,10834,10919,11013,11108,11195,11270,11292,11313,11310
162,06,000,11040,00000,00000,0,A,Capitola city,California,9918,9917,9923,9956,9981,10028,10084,10160,10183,10178,10113,10055,9996,9959
162,06,000,11194,00000,00000,0,A,Carlsbad city,California,105328,105349,105768,107402,108981,110680,112007,112920,113729,114143,114209,114317,115347,115599
162,06,000,11250,00000,00000,0,A,Carmel-by-the-Sea city,California,3722,3674,3681,3709,3743,3761,3776,3789,3806,3801,3791,3775,3755,3744
162,06,000,11446,00000,00000,0,A,Carpinteria city,California,13040,12993,12996,13013,13100,13336,13552,13627,13652,13569,13449,13330,13263,13228
162,06,000,11530,00000,00000,0,A,Carson city,California,91714,91711,91562,91686,92092,92254,92386,92496,92365,92042,91528,90811,90158,89860
162,06,000,12048,00000,00000,0,A,Cathedral City city,California,51200,51233,51429,51981,52418,52726,53086,53449,53880,54435,54938,55241,55604,55678
162,06,000,12524,00000,00000,0,A,Ceres city,California,45417,45878,45932,46108,46298,46520,46945,47422,47914,48243,48436,48596,48633,48603
162,06,000,12552,00000,00000,0,A,Cerritos city,California,49041,49043,49037,49219,49395,49521,49580,49619,49775,49783,49547,49200,48808,48624
162,06,000,13014,00000,00000,0,A,Chico city,California,86187,89013,89049,89394,90173,90747,91758,92528,93564,95040,96374,105578,103626,102867
162,06,000,13210,00000,00000,0,A,Chino city,California,77983,78074,78604,79646,79966,80956,83734,85200,86113,87570,88804,90869,91957,92290
162,06,000,13214,00000,00000,0,A,Chino Hills city,California,74799,74792,74958,75568,75934,76159,76973,78009,79210,81824,83999,84435,84595,84586
162,06,000,13294,00000,00000,0,A,Chowchilla city,California,18720,18785,18778,18919,17999,17392,18892,18448,18234,18548,18823,18432,18242,18153
162,06,000,13392,00000,00000,0,A,Chula Vista city,California,243916,243912,244744,248483,252854,257267,260705,262864,264780,266627,268698,270832,272605,272979
162,06,000,13588,00000,00000,0,A,Citrus Heights city,California,83301,83118,83188,83662,84149,84704,85439,86340,87170,87746,87900,87885,87804,87691
162,06,000,13756,00000,00000,0,A,Claremont city,California,34926,34867,34877,35110,35308,35681,35829,35982,35945,35855,35702,35435,35206,35096
162,06,000,13882,00000,00000,0,A,Clayton city,California,10897,10918,10941,11035,11140,11291,11416,11517,11589,11618,11616,11583,11551,11527
162,06,000,13945,00000,00000,0,A,Clearlake city,California,15250,15250,15273,15162,15072,15020,15043,15055,15556,15423,15306,15199,15195,15179
162,06,000,14190,00000,00000,0,A,Cloverdale city,California,8618,8601,8608,8633,8650,8698,8754,8781,8830,8840,8949,8846,8819,8803
162,06,000,14218,00000,00000,0,A,Clovis city,California,95631,95987,96360,97842,99161,100617,102779,105263,107599,110191,112834,115187,117138,117662
162,06,000,14260,00000,00000,0,A,Coachella city,California,40704,40712,41023,41845,42546,43400,44036,44388,44763,45209,45717,46115,46481,46564
162,06,000,14274,00000,00000,0,A,Coalinga city,California,13380,18342,18334,18318,17065,16981,16664,16867,16995,17234,16981,17420,17614,17591
162,06,000,14498,00000,00000,0,A,Colfax city,California,1963,1944,1948,1968,1976,1985,1986,1984,1991,1994,2000,2006,2010,2009
162,06,000,14736,00000,00000,0,A,Colma town,California,1792,1433,1435,1448,1467,1482,1493,1502,1500,1490,1490,1598,1670,1689
162,06,000,14890,00000,00000,0,A,Colton city,California,52154,52118,52220,52606,52853,53027,53267,53545,53812,54005,54190,54414,54629,54661
162,06,000,14946,00000,00000,0,A,Colusa city,California,5971,6222,6226,6185,6186,6132,6085,6086,6154,6164,6083,6063,6093,6098
162,06,000,14974,00000,00000,0,A,Commerce city,California,12823,12835,12833,12881,12927,12960,12976,12982,12945,12871,12758,12608,12500,12450
162,06,000,15044,00000,00000,0,A,Compton city,California,96455,96373,96428,96930,97305,97564,97672,97694,97379,96811,95971,95000,94301,93967
162,06,000,16000,00000,00000,0,A,Concord city,California,122067,122162,122440,123530,124514,125855,127078,128261,129175,129549,129610,129229,128826,128544
162,06,000,16224,00000,00000,0,A,Corcoran city,California,24813,25167,24767,24352,23807,23322,22820,22561,22790,21922,21801,22130,21861,21798
162,06,000,16322,00000,00000,0,A,Corning city,California,7663,7663,7671,7621,7582,7513,7474,7492,7508,7534,7532,7692,7646,7625
162,06,000,16350,00000,00000,0,A,Corona city,California,152374,152283,152883,154494,156301,158566,160420,161577,164056,167049,168656,169829,170810,170996
162,06,000,16378,00000,00000,0,A,Coronado city,California,18912,24701,24014,23613,24393,24667,24600,24514,26187,25139,23494,25130,22682,22647
162,06,000,16462,00000,00000,0,A,Corte Madera town,California,9253,9269,9278,9358,9403,9494,9554,9567,9567,9733,9932,9909,9857,9833
162,06,000,16532,00000,00000,0,A,Costa Mesa city,California,109960,110082,110137,110967,111672,112127,112731,113420,113368,113032,113068,112986,112622,112366
162,06,000,16560,00000,00000,0,A,Cotati city,California,7265,7280,7286,7308,7325,7367,7418,7441,7455,7463,7605,7517,7473,7453
162,06,000,16742,00000,00000,0,A,Covina city,California,47796,47797,47791,47989,48231,48397,48475,48508,48355,48115,47779,47466,47352,47259
162,06,000,17022,00000,00000,0,A,Crescent City city,California,7643,7618,7573,7493,7389,7167,6783,6763,6645,6390,6813,6801,6852,6834
162,06,000,17498,00000,00000,0,A,Cudahy city,California,23805,23809,23806,23895,23980,24042,24079,24093,24009,23865,23655,23407,23216,23128
162,06,000,17568,00000,00000,0,A,Culver City city,California,38883,38833,38821,38951,39093,39273,39407,39451,39336,39093,38913,38750,38574,38471
162,06,000,17610,00000,00000,0,A,Cupertino city,California,58302,58547,58677,59320,59855,60392,60607,60820,60786,60401,59900,59370,58859,58598
162,06,000,17750,00000,00000,0,A,Cypress city,California,47802,47858,47883,48274,48597,48853,48993,49150,49217,49223,49150,49106,49057,48982
162,06,000,17918,00000,00000,0,A,Daly City city,California,101123,101322,101456,102661,104184,105661,106875,107600,107678,107751,107747,106980,106254,105868
162,06,000,17946,00000,00000,0,A,Dana Point city,California,33351,33291,33310,33571,33792,33940,33987,34083,34122,34011,33804,33605,33509,33436
162,06,000,17988,00000,00000,0,A,Danville town,California,42039,41871,41965,42342,42708,43250,43817,44407,44814,44958,45019,44928,44934,44883
162,06,000,18100,00000,00000,0,A,Davis city,California,65622,65675,65626,65666,65614,66020,66741,67413,67994,68778,69366,69274,69011,68805
162,06,000,18394,00000,00000,0,A,Delano city,California,53041,53048,53121,53456,52263,52253,52305,52379,52483,52778,52908,52910,53138,53041
162,06,000,18506,00000,00000,0,A,Del Mar city,California,4161,4163,4172,4201,4233,4270,4295,4316,4333,4335,4331,4315,4310,4304
162,06,000,18688,00000,00000,0,A,Del Rey Oaks city,California,1624,1624,1627,1640,1654,1663,1669,1674,1680,1676,1669,1660,1651,1645
162,06,000,18996,00000,00000,0,A,Desert Hot Springs city,California,25938,27063,27223,27673,27936,28110,28306,28501,28722,29106,29449,29486,29597,29611
162,06,000,19192,00000,00000,0,A,Diamond Bar city,California,55544,55566,55559,55766,55968,56108,56178,56442,56569,56398,56030,55489,55079,54880
162,06,000,19318,00000,00000,0,A,Dinuba city,California,21453,21465,21595,22191,22670,23109,23536,23782,23955,24138,24368,24611,25089,25225
162,06,000,19402,00000,00000,0,A,Dixon city,California,18351,18401,18412,18459,18578,18882,19239,19401,19654,19913,20203,20380,20435,20440
162,06,000,19584,00000,00000,0,A,Dorris city,California,939,939,938,928,915,903,901,901,903,908,907,906,899,896
162,06,000,19612,00000,00000,0,A,Dos Palos city,California,4950,4948,4958,4994,5008,5013,5032,5087,5132,5238,5329,5337,5290,5269
162,06,000,19766,00000,00000,0,A,Downey city,California,111772,111775,111766,112183,112582,112868,113008,113064,112753,112342,111611,110471,109613,109202
162,06,000,19990,00000,00000,0,A,Duarte city,California,21321,21325,21322,21402,21503,21578,21638,21740,21727,21598,21413,21217,21076,21001
162,06,000,20018,00000,00000,0,A,Dublin city,California,46036,46036,46048,47047,48773,52226,55744,57925,59660,61883,64500,66244,66924,66936
162,06,000,20242,00000,00000,0,A,Dunsmuir city,California,1650,1640,1639,1620,1596,1574,1571,1571,1567,1570,1567,1565,1553,1548
162,06,000,20956,00000,00000,0,A,East Palo Alto city,California,28155,28185,28220,28498,28875,29168,29396,29593,29636,29659,29625,29386,29171,29059
162,06,000,21230,00000,00000,0,A,Eastvale city,California,A,53712,53958,55088,56647,58436,60222,62158,64031,65231,65889,66410,67066,67230
162,06,000,21712,00000,00000,0,A,El Cajon city,California,99478,99589,99815,100696,101533,102289,102890,103387,103788,103755,103400,102966,102600,102401
162,06,000,21782,00000,00000,0,A,El Centro city,California,42598,42686,42783,43053,43200,43368,43631,43728,43907,44052,44018,43764,43694,43601
162,06,000,21796,00000,00000,0,A,El Cerrito city,California,23549,23598,23653,23860,24056,24323,24564,24849,25079,25188,25343,25441,25434,25403
162,06,000,22020,00000,00000,0,A,Elk Grove city,California,153015,152988,153417,155375,157896,160704,163241,166259,169405,171827,173241,175212,176912,177302
162,06,000,22230,00000,00000,0,A,El Monte city,California,113475,113580,113562,113980,114380,114659,114892,115313,115219,114625,114153,113430,112716,112344
162,06,000,22300,00000,00000,0,A,El Paso de Robles (Paso Robles) city,California,29793,29744,29789,30037,30446,30779,30976,31162,31362,31504,31461,31522,31535,31521
162,06,000,22412,00000,00000,0,A,El Segundo city,California,16654,16656,16656,16716,16775,16820,16856,16876,16829,16735,16610,16461,16346,16289
162,06,000,22594,00000,00000,0,A,Emeryville city,California,10080,10099,10110,10209,10342,10522,10719,11187,11613,11633,11596,11667,11837,11875
162,06,000,22678,00000,00000,0,A,Encinitas city,California,59518,59500,59638,60260,60952,61628,62218,62732,63120,63170,63035,62855,62751,62671
162,06,000,22790,00000,00000,0,A,Escalon city,California,7132,7123,7134,7188,7219,7232,7343,7450,7507,7553,7568,7589,7589,7580
162,06,000,22804,00000,00000,0,A,Escondido city,California,143911,143990,144433,146056,147383,148498,149340,149987,150546,150651,150485,150394,150137,149943
162,06,000,22972,00000,00000,0,A,Etna city,California,737,739,739,731,722,713,711,713,713,715,713,712,709,706
162,06,000,23042,00000,00000,0,A,Eureka city,California,27191,27196,27201,27131,26936,26882,26885,26934,27122,27122,27009,26833,26726,26652
162,06,000,23126,00000,00000,0,A,Exeter city,California,10334,10346,10349,10369,10377,10397,10436,10453,10456,10472,10460,10439,10434,10423
162,06,000,23168,00000,00000,0,A,Fairfax town,California,7441,7444,7452,7515,7553,7626,7674,7687,7689,7656,7654,7623,7580,7561
162,06,000,23182,00000,00000,0,A,Fairfield city,California,105321,105453,105652,106461,107764,109311,111175,112732,114408,116144,117088,117468,117614,117580
162,06,000,23616,00000,00000,0,A,Farmersville city,California,10588,10588,10638,10761,10766,10780,10787,10775,10811,10875,10878,10841,10826,10812
162,06,000,23910,00000,00000,0,A,Ferndale city,California,1371,1370,1370,1367,1358,1354,1354,1356,1366,1366,1362,1358,1362,1362
162,06,000,24092,00000,00000,0,A,Fillmore city,California,15002,14986,15017,15085,15127,15222,15328,15399,15489,15619,15704,15700,15639,15604
162,06,000,24134,00000,00000,0,A,Firebaugh city,California,7549,7560,7570,7686,7762,7748,7756,7760,7766,7778,7789,7791,7771,7756
162,06,000,24638,00000,00000,0,A,Folsom city,California,72203,72147,72133,72691,73295,73106,75295,76324,77436,78351,78832,80689,82372,82726
162,06,000,24680,00000,00000,0,A,Fontana city,California,196069,196457,197216,199771,201090,202195,203723,205637,208410,211049,213232,214632,215907,216173
162,06,000,25058,00000,00000,0,A,Fort Bragg city,California,7273,7311,7311,7276,7263,7237,7257,7268,7281,7310,7351,7282,7242,7222
162,06,000,25128,00000,00000,0,A,Fort Jones city,California,839,714,714,706,700,691,689,689,691,695,693,692,687,684
162,06,000,25296,00000,00000,0,A,Fortuna city,California,11926,12020,12030,12009,11926,11940,12006,12065,12147,12175,12176,12148,12130,12107
162,06,000,25338,00000,00000,0,A,Foster City city,California,30567,30563,30597,30897,31303,32008,32642,32841,32907,32962,33222,33272,33020,32891
162,06,000,25380,00000,00000,0,A,Fountain Valley city,California,55313,55360,55385,55804,56187,56574,56789,56892,56824,56541,56123,55702,55531,55405
162,06,000,25436,00000,00000,0,A,Fowler city,California,5570,5654,5695,5794,5829,5875,5959,6058,6166,6279,6351,6493,6564,6582
162,06,000,26000,00000,00000,0,A,Fremont city,California,214089,214065,214514,217267,220638,224547,228559,231877,233889,234904,235473,235337,235027,234569
162,06,000,27000,00000,00000,0,A,Fresno city,California,494665,497059,497763,501623,505554,508993,514052,517408,520305,523938,526621,529373,530485,530267
162,06,000,28000,00000,00000,0,A,Fullerton city,California,135161,135183,135251,136357,138220,139347,140205,140896,141589,141851,141342,140587,140227,139921
162,06,000,28112,00000,00000,0,A,Galt city,California,23647,23717,23747,24015,24262,24431,24744,25175,25602,26052,26343,26468,26551,26551
162,06,000,28168,00000,00000,0,A,Gardena city,California,58829,58829,58828,59082,59397,59722,59919,60062,60054,59902,59514,59015,58678,58498
162,06,000,29000,00000,00000,0,A,Garden Grove city,California,170883,170960,171073,172502,173398,173910,174161,174435,174314,173575,172782,171987,171682,171366
162,06,000,29504,00000,00000,0,A,Gilroy city,California,48821,48969,49139,50077,51240,52439,53305,54147,54917,55333,55497,55475,55054,54831
162,06,000,30000,00000,00000,0,A,Glendale city,California,191719,191682,191729,192585,193293,194356,196359,198231,198730,199943,200741,199587,198378,197747
162,06,000,30014,00000,00000,0,A,Glendora city,California,50073,50247,50258,50501,50736,50968,51076,51091,51284,51423,51169,50895,50657,50517
162,06,000,30378,00000,00000,0,A,Goleta city,California,29888,30096,30101,30116,30290,30555,30944,31430,31807,31840,32087,32456,32614,32629
162,06,000,30392,00000,00000,0,A,Gonzales city,California,8187,8139,8154,8213,8282,8323,8355,8380,8413,8392,8355,8313,8264,8237
162,06,000,30658,00000,00000,0,A,Grand Terrace city,California,12040,12038,12060,12143,12227,12286,12333,12393,12447,12488,12534,12596,12674,12692
162,06,000,30798,00000,00000,0,A,Grass Valley city,California,12860,12876,12876,12852,12799,12782,12839,12808,12801,12832,12828,12838,12789,12763
162,06,000,30994,00000,00000,0,A,Greenfield city,California,16330,16343,16373,16501,16740,16902,16977,17165,17503,17590,17516,17579,17643,17644
162,06,000,31260,00000,00000,0,A,Gridley city,California,6584,6640,6633,6609,6688,6771,6817,6827,6860,6933,6980,7611,7456,7397
162,06,000,31393,00000,00000,0,A,Grover Beach city,California,13156,13158,13175,13208,13286,13370,13429,13524,13580,13570,13496,13411,13351,13325
162,06,000,31414,00000,00000,0,A,Guadalupe city,California,7080,7080,7082,7084,7129,7186,7234,7263,7296,7413,7598,7811,8067,8140
162,06,000,31568,00000,00000,0,A,Gustine city,California,5520,5512,5523,5563,5585,5598,5622,5667,5711,5762,5773,5778,5732,5709
162,06,000,31708,00000,00000,0,A,Half Moon Bay city,California,11324,11351,11369,11495,11667,11815,12049,12419,12605,12616,12627,12571,12541,12513
162,06,000,31960,00000,00000,0,A,Hanford city,California,53967,54457,54511,54687,54702,54940,55243,55759,55888,56834,57479,58132,58357,58352
162,06,000,32506,00000,00000,0,A,Hawaiian Gardens city,California,14254,14273,14271,14324,14375,14412,14445,14464,14422,14347,14239,14087,13986,13937
162,06,000,32548,00000,00000,0,A,Hawthorne city,California,84293,84171,84268,84848,85212,85786,86545,86940,86723,86230,85532,84707,84079,83775
162,06,000,33000,00000,00000,0,A,Hayward city,California,144186,144319,144662,146688,149307,151694,154325,156796,158538,159328,159228,158997,158365,157966
162,06,000,33056,00000,00000,0,A,Healdsburg city,California,11254,11255,11319,11459,11496,11602,11742,11807,11832,11848,12065,11961,11946,11929
162,06,000,33182,00000,00000,0,A,Hemet city,California,78657,78695,79105,80153,80897,81600,82389,83128,83861,84518,84936,85037,85183,85161
162,06,000,33308,00000,00000,0,A,Hercules city,California,24060,24089,24140,24347,24539,24802,25041,25312,25747,26068,26199,26261,26255,26221
162,06,000,33364,00000,00000,0,A,Hermosa Beach city,California,19506,19509,19507,19573,19634,19671,19655,19602,19464,19294,19158,19011,18871,18803
162,06,000,33434,00000,00000,0,A,Hesperia city,California,90173,90096,90262,90896,91258,91477,91901,92516,93205,94169,95304,96242,96797,96911
162,06,000,33518,00000,00000,0,A,Hidden Hills city,California,1856,1848,1851,1858,1867,1875,1874,1875,1877,1866,1841,1826,1823,1822
162,06,000,33588,00000,00000,0,A,Highland city,California,53104,53110,53214,53618,53873,54047,54275,54532,54794,55093,55442,55649,55713,55696
162,06,000,33798,00000,00000,0,A,Hillsborough town,California,10825,10783,10803,10944,11122,11273,11422,11560,11617,11646,11635,11584,11555,11527
162,06,000,34120,00000,00000,0,A,Hollister city,California,34928,35221,35415,35908,36412,36836,37263,37583,38247,38941,39885,40892,41621,41805
162,06,000,34246,00000,00000,0,A,Holtville city,California,5939,5947,5961,5999,6001,6011,6045,6067,6120,6141,6137,6119,6105,6095
162,06,000,34904,00000,00000,0,A,Hughson city,California,6640,6647,6663,6739,6869,7028,7165,7269,7382,7504,7581,7614,7631,7628
162,06,000,36000,00000,00000,0,A,Huntington Beach city,California,189992,190987,191080,192599,193956,195547,197182,199199,200580,200521,200217,199491,198741,198246
162,06,000,36056,00000,00000,0,A,Huntington Park city,California,58114,58127,58121,58335,58547,58743,58863,58867,58658,58311,57867,57331,56917,56714
162,06,000,36084,00000,00000,0,A,Huron city,California,6754,6745,6748,6752,6749,6757,6778,6831,6998,7123,7118,7102,7109,7104
162,06,000,36280,00000,00000,0,A,Imperial city,California,14758,14737,14817,15080,15446,16009,16621,17162,17662,18180,18649,19034,19525,19663
162,06,000,36294,00000,00000,0,A,Imperial Beach city,California,26324,26329,26382,26603,26827,27003,27085,27250,27362,27311,27317,27386,27365,27325
162,06,000,36434,00000,00000,0,A,Indian Wells city,California,4958,4958,4981,5037,5080,5129,5193,5260,5332,5402,5462,5499,5537,5544
162,06,000,36448,00000,00000,0,A,Indio city,California,76036,79225,79679,81076,82289,83375,84905,86504,87747,89047,90263,91105,91781,91919
162,06,000,36490,00000,00000,0,A,Industry city,California,219,217,330,437,435,435,435,435,435,434,432,430,429,427
162,06,000,36546,00000,00000,0,A,Inglewood city,California,109673,109605,109610,110289,110930,111227,111388,111439,111069,110418,109512,108371,107584,107203
162,06,000,36672,00000,00000,0,A,Ione city,California,7918,7912,7732,7584,7334,6834,6844,6870,6913,7700,8166,8209,8324,8326
162,06,000,36770,00000,00000,0,A,Irvine city,California,212375,212125,214371,220760,227858,237032,245495,252146,258652,267652,274370,279059,282787,283700
162,06,000,36826,00000,00000,0,A,Irwindale city,California,1422,1418,1418,1419,1435,1449,1454,1441,1425,1438,1461,1462,1472,1473
162,06,000,36882,00000,00000,0,A,Isleton city,California,804,804,805,810,815,820,825,833,840,849,861,864,863,862
