SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
050,06,069,00000,00000,00000,0,A,San Benito County,California,55269,55265,55516,55977,56599,57239,57825,58216,59225,60164,61467,62808
157,06,069,34120,00000,00000,1,A,Hollister city,California,34928,34805,34973,35304,35731,36184,36665,36960,37576,38377,39750,40740
157,06,069,68014,00000,00000,1,A,San Juan Bautista city,California,1862,1843,1850,1861,1879,1897,1906,1926,1956,1964,1954,2104
157,06,069,99990,00000,00000,1,F,Balance of San Benito County,California,18479,18617,18693,18812,18989,19158,19254,19330,19693,19823,19763,19964
050,06,071,00000,00000,00000,0,A,San Bernardino County,California,2035210,2035183,2040848,2060827,2073512,2082738,2099181,2115411,2131960,2150945,2166753,2180085
157,06,071,00296,00000,00000,1,A,Adelanto city,California,31765,31760,31661,31864,31088,31206,32522,32961,33249,33952,34070,34049
157,06,071,02364,00000,00000,1,A,Apple Valley town,California,69135,69146,69307,70025,70381,70706,71141,71747,72262,72871,73349,73453
157,06,071,04030,00000,00000,1,A,Barstow city,California,22639,22750,22812,23020,23118,23301,23484,23689,23894,23981,23944,23915
157,06,071,06434,00000,00000,1,A,Big Bear Lake city,California,5019,5037,5047,5089,5112,5127,5159,5201,5232,5264,5271,5279
157,06,071,13210,00000,00000,1,A,Chino city,California,77983,78069,78644,79591,79949,80799,84296,85169,87468,89601,91356,94371
157,06,071,13214,00000,00000,1,A,Chino Hills city,California,74799,74792,74963,75639,76042,76285,76509,77826,78452,80115,83239,83853
157,06,071,14890,00000,00000,1,A,Colton city,California,52154,52148,52261,52712,52945,53105,53706,54291,54507,54680,54637,54824
157,06,071,24680,00000,00000,1,A,Fontana city,California,196069,196458,197317,199880,201212,202670,203972,206163,208718,211122,213202,214547
157,06,071,30658,00000,00000,1,A,Grand Terrace city,California,12040,12040,12064,12155,12243,12301,12334,12387,12460,12557,12556,12584
157,06,071,33434,00000,00000,1,A,Hesperia city,California,90173,90100,90279,91168,91568,91777,92071,92653,93251,94473,95013,95750
157,06,071,33588,00000,00000,1,A,Highland city,California,53104,53106,53218,53671,53939,54150,54325,54553,54752,55198,55311,55417
157,06,071,42370,00000,00000,1,A,Loma Linda city,California,23261,23306,23368,23533,23632,23691,23749,23952,24091,24132,24331,24482
157,06,071,48788,00000,00000,1,A,Montclair city,California,36664,36645,36743,37279,37440,37923,38212,38447,38784,39124,39324,40083
157,06,071,50734,00000,00000,1,A,Needles city,California,4844,4826,4836,4875,4896,4908,4928,4949,4967,4987,4977,4976
157,06,071,53896,00000,00000,1,A,Ontario city,California,163924,163936,164377,165756,166630,167096,168097,170210,172561,175334,180718,185010
157,06,071,59451,00000,00000,1,A,Rancho Cucamonga city,California,165269,165380,166226,167928,169959,170815,173220,174203,175782,176921,177345,177603
157,06,071,59962,00000,00000,1,A,Redlands city,California,68747,68679,68807,69320,69637,69800,70209,70625,71027,71342,71416,71513
157,06,071,60466,00000,00000,1,A,Rialto city,California,99171,99103,99329,100563,101278,101547,102031,102485,102896,103234,103232,103526
157,06,071,65000,00000,00000,1,A,San Bernardino city,California,209924,210422,210637,212159,213161,213789,214222,215325,216036,216902,216323,215784
157,06,071,80994,00000,00000,1,A,Twentynine Palms city,California,25048,25048,25101,25362,25607,25686,25751,25871,25941,26478,26371,26073
157,06,071,81344,00000,00000,1,A,Upland city,California,73732,73718,73884,74465,74933,75188,75542,75970,76374,76778,76833,77140
157,06,071,82590,00000,00000,1,A,Victorville city,California,115903,115899,116278,117891,119831,120697,121087,121442,121725,121988,121952,122385
157,06,071,87042,00000,00000,1,A,Yucaipa city,California,51367,51347,51474,51954,52280,52546,52730,52981,53186,53496,53557,53921
157,06,071,87056,00000,00000,1,A,Yucca Valley town,California,20700,20652,20695,20867,20991,21044,21304,21431,21538,21650,21691,21777
157,06,071,99990,00000,00000,1,F,Balance of San Bernardino County,California,291776,290816,291520,294061,295640,296581,298580,300880,302807,304765,306735,307770
050,06,073,00000,00000,00000,0,A,San Diego County,California,3095313,3095349,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330
157,06,073,11194,00000,00000,1,A,Carlsbad city,California,105328,105328,105674,107460,108948,110665,111609,112662,113265,114477,115518,115382
157,06,073,13392,00000,00000,1,A,Chula Vista city,California,243916,243923,244648,248318,252379,256691,259885,264206,266238,269046,270819,274492
157,06,073,16378,00000,00000,1,A,Coronado city,California,18912,24701,23961,23336,23194,23347,23549,23682,25084,24323,21336,23731
157,06,073,18506,00000,00000,1,A,Del Mar city,California,4161,4163,4173,4202,4236,4273,4299,4330,4348,4340,4335,4319
157,06,073,21712,00000,00000,1,A,El Cajon city,California,99478,99584,99823,100795,101537,102303,102789,103230,103527,103468,103041,102708
157,06,073,22678,00000,00000,1,A,Encinitas city,California,59518,59526,59684,60264,60890,61555,62023,62590,62921,62884,62750,62709
157,06,073,22804,00000,00000,1,A,Escondido city,California,143911,143976,144440,146099,147570,148794,149708,150683,151204,151220,151793,151625
157,06,073,36294,00000,00000,1,A,Imperial Beach city,California,26324,26329,26388,26617,26821,27031,27055,27259,27329,27278,27362,27440
157,06,073,40004,00000,00000,1,A,La Mesa city,California,57065,57016,57149,57644,58099,58556,58855,59697,59751,59722,59389,59249
157,06,073,41124,00000,00000,1,A,Lemon Grove city,California,25320,25318,25380,25603,25934,26116,26404,26554,26766,26963,26885,26811
157,06,073,50398,00000,00000,1,A,National City city,California,58582,58560,58624,59042,59369,59776,60132,60721,60967,61083,61272,61394
157,06,073,53322,00000,00000,1,A,Oceanside city,California,167086,167547,168079,170008,171590,173175,174318,175189,175451,175884,175758,175742
157,06,073,58520,00000,00000,1,A,Poway city,California,47811,47805,47951,48622,48997,49377,49649,49877,49915,49802,49576,49323
157,06,073,66000,00000,00000,1,A,San Diego city,California,1307402,1301929,1305906,1319592,1336776,1355320,1375831,1387323,1402089,1412621,1421917,1423851
157,06,073,68196,00000,00000,1,A,San Marcos city,California,83781,83631,83926,85001,86816,89423,92372,93199,94932,95614,96480,96664
157,06,073,70224,00000,00000,1,A,Santee city,California,53413,53420,53640,54523,55381,56151,56828,57471,57678,57825,57944,58081
157,06,073,72506,00000,00000,1,A,Solana Beach city,California,12867,12867,12898,13013,13112,13219,13283,13374,13400,13377,13339,13296
157,06,073,82996,00000,00000,1,A,Vista city,California,93834,93186,93401,94355,95307,96211,96999,99623,100746,100740,100784,101638
157,06,073,99990,00000,00000,1,F,Balance of San Diego County,California,486604,486540,487467,492662,497379,497785,503289,509180,510478,510570,513563,509875
050,06,075,00000,00000,00000,0,C,San Francisco County,California,805235,805184,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549
157,06,075,67000,00000,00000,1,A,San Francisco city,California,805235,805184,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549
050,06,077,00000,00000,00000,0,A,San Joaquin County,California,685306,685306,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148
157,06,077,22790,00000,00000,1,A,Escalon city,California,7132,7123,7135,7190,7215,7216,7343,7474,7501,7550,7566,7574
157,06,077,40704,00000,00000,1,A,Lathrop city,California,18023,17589,17695,18313,18615,19120,19506,20287,21564,22221,23227,24483
157,06,077,42202,00000,00000,1,A,Lodi city,California,62134,62121,62253,62741,63048,63128,63620,64264,64578,65715,67003,67586
157,06,077,45484,00000,00000,1,A,Manteca city,California,67096,67348,67733,69244,70884,71761,73157,75088,76831,79079,81603,83028
157,06,077,61026,00000,00000,1,A,Ripon city,California,14297,14415,14453,14603,14724,14803,14998,15185,15551,15754,16018,16386
157,06,077,75000,00000,00000,1,A,Stockton city,California,291707,292182,292888,295363,297045,297493,301062,304550,307158,310143,311628,312697
157,06,077,80238,00000,00000,1,A,Tracy city,California,82922,83423,83620,84302,84727,84872,85713,86953,89181,90701,91818,94740
157,06,077,99990,00000,00000,1,F,Balance of San Joaquin County,California,141995,141105,141350,142598,143335,143653,146180,148470,150445,152133,153628,155654
050,06,079,00000,00000,00000,0,A,San Luis Obispo County,California,269637,269597,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111
157,06,079,02868,00000,00000,1,A,Arroyo Grande city,California,17252,17275,17292,17355,17522,17696,17859,18027,18051,18057,18037,17976
157,06,079,03064,00000,00000,1,A,Atascadero city,California,28310,28306,28418,28585,28725,29000,29329,29910,30173,30316,30257,30075
157,06,079,22300,00000,00000,1,A,El Paso de Robles (Paso Robles) city,California,29793,29747,29786,30076,30399,30718,31108,31346,31722,31772,32133,32153
157,06,079,31393,00000,00000,1,A,Grover Beach city,California,13156,13161,13176,13210,13307,13403,13464,13526,13586,13585,13501,13459
157,06,079,49362,00000,00000,1,A,Morro Bay city,California,10234,10235,10244,10281,10365,10447,10498,10578,10612,10603,10559,10543
157,06,079,57414,00000,00000,1,A,Pismo Beach city,California,7655,7655,7667,7696,7781,7856,7900,8117,8180,8220,8206,8168
157,06,079,68154,00000,00000,1,A,San Luis Obispo city,California,45119,45121,45156,45346,45728,46236,46478,47016,47313,47344,47300,47459
157,06,079,99990,00000,00000,1,F,Balance of San Luis Obispo County,California,118118,118097,118063,118509,120333,120340,121591,121557,122166,122584,123361,123278
050,06,081,00000,00000,00000,0,A,San Mateo County,California,718451,718517,719699,728344,739224,748661,757204,765055,767906,768901,768681,766573
157,06,081,03092,00000,00000,1,A,Atherton town,California,6914,6919,6915,6950,7023,7087,7127,7163,7234,7215,7178,7137
157,06,081,05108,00000,00000,1,A,Belmont city,California,25835,25833,25870,26173,26509,26770,27013,27204,27177,27057,27075,26941
157,06,081,08310,00000,00000,1,A,Brisbane city,California,4282,4282,4290,4345,4402,4453,4602,4712,4711,4702,4683,4671
157,06,081,09066,00000,00000,1,A,Burlingame city,California,28806,28806,28838,29261,29640,29928,30258,30458,30439,30588,30434,30889
157,06,081,14736,00000,00000,1,A,Colma town,California,1792,1433,1435,1451,1470,1484,1497,1505,1500,1493,1492,1489
157,06,081,17918,00000,00000,1,A,Daly City city,California,101123,101116,101262,102460,103915,104980,105887,106538,106882,106733,106869,106280
157,06,081,20956,00000,00000,1,A,East Palo Alto city,California,28155,28155,28222,28551,28926,29212,29482,29661,29811,29671,29486,29314
157,06,081,25338,00000,00000,1,A,Foster City city,California,30567,30568,30609,30965,32098,32416,32698,33470,34279,34292,34109,33901
157,06,081,31708,00000,00000,1,A,Half Moon Bay city,California,11324,11324,11345,11501,11677,12054,12355,12657,12761,12840,12974,12932
157,06,081,33798,00000,00000,1,A,Hillsborough town,California,10825,10839,10859,11001,11131,11261,11379,11466,11490,11464,11446,11387
157,06,081,46870,00000,00000,1,A,Menlo Park city,California,32026,32019,32080,32450,32821,33013,33211,33389,33970,34184,34500,34698
157,06,081,47486,00000,00000,1,A,Millbrae city,California,21532,21537,21572,21847,22123,22480,22669,22803,22764,22649,22530,22394
157,06,081,54806,00000,00000,1,A,Pacifica city,California,37234,37338,37394,37844,38335,38722,39074,39309,39267,38999,38754,38546
157,06,081,58380,00000,00000,1,A,Portola Valley town,California,4353,4353,4359,4410,4466,4514,4572,4603,4612,4596,4591,4568
157,06,081,60102,00000,00000,1,A,Redwood City city,California,76815,76817,77010,77970,79188,81034,82741,85274,85293,86394,86105,85925
157,06,081,65028,00000,00000,1,A,San Bruno city,California,41114,41109,41145,41558,42126,42593,42992,43243,43196,43207,43043,42807
157,06,081,65070,00000,00000,1,A,San Carlos city,California,28406,28379,28417,28750,29122,29426,29723,29901,29894,30393,30331,30185
157,06,081,68252,00000,00000,1,A,San Mateo city,California,97207,97195,97383,98518,99816,101323,102695,103509,104357,104389,104885,104430
157,06,081,73262,00000,00000,1,A,South San Francisco city,California,63632,63622,63701,64448,65581,66237,66813,67221,67220,67180,67617,67789
157,06,081,86440,00000,00000,1,A,Woodside town,California,5287,5284,5291,5353,5412,5471,5521,5555,5570,5547,5504,5458
157,06,081,99990,00000,00000,1,F,Balance of San Mateo County,California,61222,61589,61702,62538,63443,64203,64895,65414,65479,65308,65075,64832
050,06,083,00000,00000,00000,0,A,Santa Barbara County,California,423895,423947,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499
157,06,083,08758,00000,00000,1,A,Buellton city,California,4828,4849,4855,4877,4921,4978,5036,5069,5097,5094,5090,5102
157,06,083,11446,00000,00000,1,A,Carpinteria city,California,13040,13003,13013,13021,13144,13460,13565,13605,13598,13540,13436,13385
157,06,083,30378,00000,00000,1,A,Goleta city,California,29888,30096,30143,30176,30387,30639,30880,30963,30921,31098,30954,30911
157,06,083,31414,00000,00000,1,A,Guadalupe city,California,7080,7080,7086,7091,7139,7191,7248,7279,7288,7319,7613,7783
157,06,083,42524,00000,00000,1,A,Lompoc city,California,42434,42438,42322,42188,43075,43384,43870,43916,43537,43274,42689,42853
157,06,083,69070,00000,00000,1,A,Santa Barbara city,California,88410,88380,88468,88605,89285,90082,90815,91275,91518,91517,91203,91364
157,06,083,69196,00000,00000,1,A,Santa Maria city,California,99553,99596,99689,100293,101116,102057,103021,104462,105811,106298,107218,107263
157,06,083,72576,00000,00000,1,A,Solvang city,California,5245,5228,5236,5259,5306,5355,5468,5680,5749,5865,5861,5838
157,06,083,99990,00000,00000,1,F,Balance of Santa Barbara County,California,133417,133277,133419,133943,135326,137455,139142,139980,140821,141293,141716,142000
050,06,085,00000,00000,00000,0,A,Santa Clara County,California,1781642,1781686,1786040,1812054,1837853,1866425,1891753,1916285,1928368,1932510,1932337,1927852
157,06,085,10345,00000,00000,1,A,Campbell city,California,39349,40580,40669,41027,41519,41891,42256,42262,42303,42567,42243,41793
157,06,085,17610,00000,00000,1,A,Cupertino city,California,58302,58559,58689,59172,59769,60198,60592,60519,60900,60588,60004,59276
157,06,085,29504,00000,00000,1,A,Gilroy city,California,48821,48879,49006,49700,50718,51893,52538,53259,55369,57549,58588,59032
157,06,085,43280,00000,00000,1,A,Los Altos city,California,28976,29024,29091,29473,29813,30014,30277,30667,30728,30677,30456,30089
157,06,085,43294,00000,00000,1,A,Los Altos Hills town,California,7922,8050,8069,8148,8264,8345,8440,8468,8564,8561,8530,8423
157,06,085,44112,00000,00000,1,A,Los Gatos town,California,29413,29715,29792,30123,30443,30722,30976,30970,30984,30914,30599,30222
157,06,085,47766,00000,00000,1,A,Milpitas city,California,66790,66820,66729,67124,68862,69944,73560,77485,77829,77874,80208,84196
157,06,085,48956,00000,00000,1,A,Monte Sereno city,California,3341,3318,3331,3360,3401,3442,3473,3489,3511,3514,3480,3427
157,06,085,49278,00000,00000,1,A,Morgan Hill city,California,37882,37969,38071,38840,39490,41028,42074,42991,44430,44961,45084,45952
157,06,085,49670,00000,00000,1,A,Mountain View city,California,74066,74008,74236,75108,76507,77955,79150,80345,80821,81189,83168,82739
157,06,085,55282,00000,00000,1,A,Palo Alto city,California,64403,64387,64535,65345,66089,66613,66848,66782,67353,66960,66258,65364
157,06,085,68000,00000,00000,1,A,San Jose city,California,945942,952528,954940,970369,983530,1001279,1014273,1025980,1030242,1032335,1028020,1021795
157,06,085,69084,00000,00000,1,A,Santa Clara city,California,116468,116453,116761,117836,119337,120486,121967,126024,126429,126709,129085,130365
157,06,085,70280,00000,00000,1,A,Saratoga city,California,29926,29995,30078,30353,30685,30957,31008,30977,30945,30818,30535,30153
157,06,085,77000,00000,00000,1,A,Sunnyvale city,California,140081,140060,140462,143805,146436,148055,149769,151630,153544,153217,152807,152703
157,06,085,99990,00000,00000,1,F,Balance of Santa Clara County,California,89960,81341,81581,82271,82990,83603,84552,84437,84416,84077,83272,82323
050,06,087,00000,00000,00000,0,A,Santa Cruz County,California,262382,262350,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213
157,06,087,11040,00000,00000,1,A,Capitola city,California,9918,9917,9925,9968,10010,10066,10114,10166,10178,10152,10073,10010
157,06,087,69112,00000,00000,1,A,Santa Cruz city,California,59946,59944,60578,61434,61954,62731,63172,64082,64396,64815,64643,64608
157,06,087,70588,00000,00000,1,A,Scotts Valley city,California,11580,11573,11581,11621,11653,11743,11828,11907,11910,11891,11817,11757
157,06,087,83668,00000,00000,1,A,Watsonville city,California,51199,51214,51278,51593,51887,52412,52959,53528,53774,53919,53875,53856
157,06,087,99990,00000,00000,1,F,Balance of Santa Cruz County,California,129739,129702,129785,130242,130836,131864,132788,133820,134138,134079,133433,132982
050,06,089,00000,00000,00000,0,A,Shasta County,California,177223,177221,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080
157,06,089,02042,00000,00000,1,A,Anderson city,California,9932,9968,9976,10024,10061,10123,10188,10179,10193,10369,10486,10630
157,06,089,59920,00000,00000,1,A,Redding city,California,89861,89857,89895,90180,90397,90773,91120,90963,91203,91525,91606,92590
157,06,089,71225,00000,00000,1,A,Shasta Lake city,California,10164,10164,10145,10101,10097,10108,10112,10094,10107,10165,10236,10413
157,06,089,99990,00000,00000,1,F,Balance of Shasta County,California,67266,67232,67258,67283,67320,67393,67424,67078,67068,67325,67381,66447
050,06,091,00000,00000,00000,0,A,Sierra County,California,3240,3239,3220,3098,3067,3028,2972,2985,2951,3002,2997,3005
157,06,091,44364,00000,00000,1,A,Loyalton city,California,769,766,761,732,722,714,701,704,696,707,702,702
157,06,091,99990,00000,00000,1,F,Balance of Sierra County,California,2471,2473,2459,2366,2345,2314,2271,2281,2255,2295,2295,2303
050,06,093,00000,00000,00000,0,A,Siskiyou County,California,44900,44900,44938,44615,44079,43532,43338,43254,43376,43622,43550,43539
157,06,093,19584,00000,00000,1,A,Dorris city,California,939,939,941,930,915,902,900,903,902,903,898,897
157,06,093,20242,00000,00000,1,A,Dunsmuir city,California,1650,1640,1640,1619,1595,1572,1567,1571,1571,1572,1568,1564
157,06,093,22972,00000,00000,1,A,Etna city,California,737,737,736,730,724,714,712,711,713,716,717,718
157,06,093,25128,00000,00000,1,A,Fort Jones city,California,839,710,710,704,694,686,684,683,685,690,689,692
157,06,093,48690,00000,00000,1,A,Montague city,California,1443,1443,1444,1431,1411,1395,1388,1388,1388,1396,1394,1398
157,06,093,49852,00000,00000,1,A,Mount Shasta city,California,3394,3392,3390,3352,3311,3263,3271,3274,3270,3286,3277,3274
157,06,093,80686,00000,00000,1,A,Tulelake city,California,1010,1010,1009,1003,993,985,986,987,986,986,982,978
157,06,093,83850,00000,00000,1,A,Weed city,California,2967,2967,2981,2980,2938,2884,2712,2542,2643,2705,2695,2725
157,06,093,86944,00000,00000,1,A,Yreka city,California,7765,7762,7789,7743,7646,7546,7533,7539,7545,7557,7523,7518
157,06,093,99990,00000,00000,1,F,Balance of Siskiyou County,California,24156,24300,24298,24123,23852,23585,23585,23656,23673,23811,23807,23775
050,06,095,00000,00000,00000,0,A,Solano County,California,413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643
157,06,095,05290,00000,00000,1,A,Benicia city,California,26997,27035,27063,27190,27380,27578,27827,28029,28126,28255,28282,28240
157,06,095,19402,00000,00000,1,A,Dixon city,California,18351,18417,18431,18490,18619,18931,19098,19299,19766,20138,20478,20698
157,06,095,23182,00000,00000,1,A,Fairfield city,California,105321,105467,105598,106245,107497,109137,110727,112365,114456,115817,116678,117133
157,06,095,60984,00000,00000,1,A,Rio Vista city,California,7360,7362,7383,7443,7549,7712,8005,8280,8598,8952,9206,9718
157,06,095,75630,00000,00000,1,A,Suisun City city,California,28111,28059,28098,28267,28463,28670,29064,29265,29362,29477,29660,29663
157,06,095,81554,00000,00000,1,A,Vacaville city,California,92428,92422,92557,93225,93660,94023,95394,96224,97994,99604,99949,100670
157,06,095,81666,00000,00000,1,A,Vallejo city,California,115942,115914,116137,116709,117599,118550,119602,120477,120949,121546,121677,121692
157,06,095,99990,00000,00000,1,F,Balance of Solano County,California,18834,18667,18700,18773,18907,19058,19289,19470,19607,19722,19795,19829
050,06,097,00000,00000,00000,0,A,Sonoma County,California,483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336
157,06,097,14190,00000,00000,1,A,Cloverdale city,California,8618,8614,8621,8650,8665,8716,8754,8774,8781,8741,8844,8656
157,06,097,16560,00000,00000,1,A,Cotati city,California,7265,7265,7273,7303,7320,7375,7411,7427,7443,7451,7584,7410
157,06,097,33056,00000,00000,1,A,Healdsburg city,California,11254,11255,11309,11350,11392,11485,11613,11705,11806,11795,12076,11845
157,06,097,56784,00000,00000,1,A,Petaluma city,California,57941,57968,58037,58236,58728,59337,59753,60295,60468,60682,61826,60520
157,06,097,62546,00000,00000,1,A,Rohnert Park city,California,40971,40818,40855,40990,41070,41325,42104,42293,42570,42697,43676,43291
157,06,097,70098,00000,00000,1,A,Santa Rosa city,California,167815,175038,175238,176243,177093,178684,180585,181485,181909,181596,176750,176753
157,06,097,70770,00000,00000,1,A,Sebastopol city,California,7379,7464,7474,7537,7584,7656,7706,7731,7742,7716,7833,7674
157,06,097,72646,00000,00000,1,A,Sonoma city,California,10648,10657,10668,10707,10805,10872,10968,11009,11047,11070,11227,11024
157,06,097,85922,00000,00000,1,A,Windsor town,California,26801,26791,26811,26882,26994,27157,27280,27373,27493,27431,27769,27128
157,06,097,99990,00000,00000,1,F,Balance of Sonoma County,California,145186,137991,138469,139523,140342,141466,142386,142771,143288,143290,141058,140035
050,06,099,00000,00000,00000,0,A,Stanislaus County,California,514453,514450,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
157,06,099,12524,00000,00000,1,A,Ceres city,California,45417,45843,45901,46057,46263,46482,46918,47431,47985,48340,48540,48706
157,06,099,34904,00000,00000,1,A,Hughson city,California,6640,6649,6664,6714,6849,6988,7177,7319,7398,7467,7538,7565
157,06,099,48354,00000,00000,1,A,Modesto city,California,201165,203114,203301,204017,205040,206075,207652,209245,211231,213000,214389,215196
157,06,099,51140,00000,00000,1,A,Newman city,California,10224,10261,10273,10527,10580,10629,10711,10840,11065,11288,11611,11784
157,06,099,52694,00000,00000,1,A,Oakdale city,California,20675,20744,20823,20949,21224,21457,21764,22125,22573,23026,23395,23596
157,06,099,56112,00000,00000,1,A,Patterson city,California,20413,20629,20647,20719,20827,20985,21270,21509,21824,22125,22345,22524
157,06,099,61068,00000,00000,1,A,Riverbank city,California,22678,22675,22762,23102,23225,23400,23606,23879,24271,24585,24700,24881
157,06,099,80812,00000,00000,1,A,Turlock city,California,68549,68712,68848,69251,69719,70261,70868,71776,72578,73241,73396,73631
157,06,099,83612,00000,00000,1,A,Waterford city,California,8456,8461,8468,8498,8541,8579,8679,8744,8823,8898,8936,8962
157,06,099,99990,00000,00000,1,F,Balance of Stanislaus County,California,110236,107362,107458,107726,108156,108595,109370,110343,111507,112747,113276,113815
050,06,101,00000,00000,00000,0,A,Sutter County,California,94737,94756,94751,94482,94189,94507,94778,95282,95742,96204,96348,96971
157,06,101,41936,00000,00000,1,A,Live Oak city,California,8392,8465,8465,8550,8361,8373,8383,8411,8707,8724,8723,8912
157,06,101,86972,00000,00000,1,A,Yuba City city,California,64925,65634,65631,65364,65283,65538,65757,66134,66218,66564,66695,67010
157,06,101,99990,00000,00000,1,F,Balance of Sutter County,California,21420,20657,20655,20568,20545,20596,20638,20737,20817,20916,20930,21049
050,06,103,00000,00000,00000,0,A,Tehama County,California,63463,63440,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084
157,06,103,16322,00000,00000,1,A,Corning city,California,7663,7663,7676,7643,7612,7550,7516,7531,7546,7582,7564,7710
157,06,103,59892,00000,00000,1,A,Red Bluff city,California,14076,14071,14086,14060,14056,14022,13987,14097,14167,14265,14303,14539
157,06,103,78106,00000,00000,1,A,Tehama city,California,418,418,419,418,417,415,414,417,418,421,422,373
157,06,103,99990,00000,00000,1,F,Balance of Tehama County,California,41306,41288,41378,41210,41127,40888,40884,41113,41322,41579,41729,42462
050,06,105,00000,00000,00000,1,A,Trinity County,California,13786,13784,13755,13685,13489,13427,13128,13094,12828,12726,12567,12285
050,06,107,00000,00000,00000,0,A,Tulare County,California,442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195
157,06,107,19318,00000,00000,1,A,Dinuba city,California,21453,21460,21570,22606,22809,23233,23528,23554,23875,23903,24236,24461
157,06,107,23126,00000,00000,1,A,Exeter city,California,10334,10332,10341,10375,10420,10458,10490,10486,10477,10502,10508,10485
157,06,107,23616,00000,00000,1,A,Farmersville city,California,10588,10588,10585,10594,10639,10680,10711,10710,10702,10726,10729,10703
157,06,107,41712,00000,00000,1,A,Lindsay city,California,11768,11756,11772,12659,12771,12938,13107,13147,13213,13249,13448,13463
157,06,107,58240,00000,00000,1,A,Porterville city,California,54165,58104,58197,58540,58708,58891,58995,59721,59699,59745,59685,59599
157,06,107,80644,00000,00000,1,A,Tulare city,California,59278,59293,59432,59789,60625,60905,61444,61915,62538,63486,64274,65496
157,06,107,82954,00000,00000,1,A,Visalia city,California,124442,124528,124869,125649,126420,127309,128482,129369,130662,132388,133428,134605
157,06,107,86300,00000,00000,1,A,Woodlake city,California,7279,7295,7317,7327,7355,7600,7629,7625,7614,7629,7621,7658
157,06,107,99990,00000,00000,1,F,Balance of Tulare County,California,142872,138826,138886,139245,140032,140446,140752,140634,140455,140680,140660,139725
050,06,109,00000,00000,00000,0,A,Tuolumne County,California,55365,55368,55190,54830,54221,53997,53851,53615,53770,53976,54387,54478
157,06,109,72674,00000,00000,1,A,Sonora city,California,4903,4905,4899,4867,4819,4814,4807,4812,4820,4835,4859,4864
157,06,109,99990,00000,00000,1,F,Balance of Tuolumne County,California,50462,50463,50291,49963,49402,49183,49044,48803,48950,49141,49528,49614
050,06,111,00000,00000,00000,0,A,Ventura County,California,823318,823398,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006
157,06,111,10046,00000,00000,1,A,Camarillo city,California,65201,65156,65257,65515,65656,65882,66517,67171,67141,67403,68883,69888
157,06,111,24092,00000,00000,1,A,Fillmore city,California,15002,14987,15013,15076,15117,15226,15324,15444,15557,15703,15742,15870
157,06,111,49138,00000,00000,1,A,Moorpark city,California,34421,34523,34644,34906,35010,35136,35474,36000,36444,36561,36438,36375
157,06,111,53476,00000,00000,1,A,Ojai city,California,7461,7469,7482,7515,7540,7573,7593,7593,7573,7545,7480,7470
157,06,111,54652,00000,00000,1,A,Oxnard city,California,197899,198047,198539,199968,201105,202835,204560,206228,207455,208831,209271,208881
157,06,111,58296,00000,00000,1,A,Port Hueneme city,California,21723,21743,21726,21755,21823,22114,22049,22334,22243,22217,22117,21926
157,06,111,65042,00000,00000,1,A,San Buenaventura (Ventura) city,California,106433,107217,107435,108306,109002,109339,109535,109668,109893,110093,110731,109106
157,06,111,70042,00000,00000,1,A,Santa Paula city,California,29321,29267,29325,29754,29919,30099,30348,30336,30243,30143,29930,29806
157,06,111,72016,00000,00000,1,A,Simi Valley city,California,124237,124242,124463,125019,125274,125868,126239,126123,125958,126107,125438,125613
157,06,111,78582,00000,00000,1,A,Thousand Oaks city,California,126683,126490,126732,127325,127657,128224,128636,128632,128480,128229,127279,126813
157,06,111,99990,00000,00000,1,F,Balance of Ventura County,California,94937,94257,94481,94960,95413,95840,96022,96273,96336,96212,94833,94258
050,06,113,00000,00000,00000,0,A,Yolo County,California,200849,200855,201073,201954,204576,206292,208398,212037,215627,218477,220118,220500
157,06,113,18100,00000,00000,1,A,Davis city,California,65622,65639,65584,65657,65781,66213,66545,67367,68028,68802,69220,69413
157,06,113,84816,00000,00000,1,A,West Sacramento city,California,48744,48744,48842,49106,49528,49978,51637,52431,52933,53304,53601,53519
157,06,113,86034,00000,00000,1,A,Winters city,California,6624,6624,6621,6832,6868,6894,6922,7006,7139,7251,7277,7315
