SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
040,06,000,00000,00000,00000,0,A,California,California,37253956,37254519,37319502,37638369,37948800,38260787,38596972,38918045,39167117,39358497,39461588,39512223
162,06,000,00296,00000,00000,0,A,Adelanto city,California,31765,31760,31661,31864,31088,31206,32522,32961,33249,33952,34070,34049
162,06,000,00394,00000,00000,0,A,Agoura Hills city,California,20330,20336,20338,20475,20544,20591,20648,20740,20665,20572,20411,20222
162,06,000,00562,00000,00000,0,A,Alameda city,California,73812,73812,73946,74692,75637,76479,77509,78459,79091,79037,78344,77624
162,06,000,00674,00000,00000,0,A,Albany city,California,18539,18515,18539,18720,18957,19187,19434,19662,19713,20076,19885,19696
162,06,000,00884,00000,00000,0,A,Alhambra city,California,83089,83119,83160,83594,84120,84337,84786,84843,85221,84878,84373,83750
162,06,000,00947,00000,00000,0,A,Aliso Viejo city,California,47823,47674,47801,48474,49038,49538,49542,49499,50858,50982,51206,50887
162,06,000,01444,00000,00000,0,A,Alturas city,California,2827,2827,2832,2772,2719,2652,2636,2626,2589,2551,2523,2563
162,06,000,01514,00000,00000,0,A,Amador City city,California,185,182,182,182,181,180,182,186,188,189,190,190
162,06,000,01640,00000,00000,0,A,American Canyon city,California,19454,19560,19633,19839,20011,20224,20285,20317,20268,20055,20211,20475
162,06,000,02000,00000,00000,0,A,Anaheim city,California,336265,336109,336760,339831,342071,343832,344604,348251,350013,350476,350698,350365
162,06,000,02042,00000,00000,0,A,Anderson city,California,9932,9968,9976,10024,10061,10123,10188,10179,10193,10369,10486,10630
162,06,000,02112,00000,00000,0,A,Angels city,California,3836,3812,3801,3774,3744,3731,3735,3755,3849,3881,3911,3956
162,06,000,02252,00000,00000,0,A,Antioch city,California,102372,102745,103080,104193,105565,107351,109071,110308,111088,111494,111578,111502
162,06,000,02364,00000,00000,0,A,Apple Valley town,California,69135,69146,69307,70025,70381,70706,71141,71747,72262,72871,73349,73453
162,06,000,02462,00000,00000,0,A,Arcadia city,California,56364,56303,56322,56594,56801,57215,57513,57835,58238,58374,58385,57939
162,06,000,02476,00000,00000,0,A,Arcata city,California,17231,17410,17681,17912,17875,17860,17869,17945,18100,18148,18246,18431
162,06,000,02868,00000,00000,0,A,Arroyo Grande city,California,17252,17275,17292,17355,17522,17696,17859,18027,18051,18057,18037,17976
162,06,000,02896,00000,00000,0,A,Artesia city,California,16522,16522,16519,16575,16630,16679,16755,16835,16826,16808,16702,16601
162,06,000,02924,00000,00000,0,A,Arvin city,California,19304,19304,19345,19676,20058,20260,20498,20741,20997,21124,21446,21851
162,06,000,03064,00000,00000,0,A,Atascadero city,California,28310,28306,28418,28585,28725,29000,29329,29910,30173,30316,30257,30075
162,06,000,03092,00000,00000,0,A,Atherton town,California,6914,6919,6915,6950,7023,7087,7127,7163,7234,7215,7178,7137
162,06,000,03162,00000,00000,0,A,Atwater city,California,28168,28215,28286,28527,28622,28712,28861,29048,29196,29270,29415,29559
162,06,000,03204,00000,00000,0,A,Auburn city,California,13330,13312,13345,13523,13611,13818,13878,13868,13919,13971,14078,14195
162,06,000,03274,00000,00000,0,A,Avalon city,California,3728,3728,3728,3742,3754,3761,3768,3769,3758,3743,3712,3681
162,06,000,03302,00000,00000,0,A,Avenal city,California,15505,15504,15278,15095,14858,14133,13257,13236,12434,12407,13218,13496
162,06,000,03386,00000,00000,0,A,Azusa city,California,46361,46574,46534,46722,47360,47889,48561,49502,49683,49799,49811,49974
162,06,000,03526,00000,00000,0,A,Bakersfield city,California,347483,347817,348987,353221,357312,362834,366954,371348,374699,377940,381714,384145
162,06,000,03666,00000,00000,0,A,Baldwin Park city,California,75390,75397,75421,75750,76183,76364,76375,76427,76219,75948,75572,75251
162,06,000,03820,00000,00000,0,A,Banning city,California,29603,29592,29723,29993,30219,30429,30612,30761,30963,31160,31235,31221
162,06,000,04030,00000,00000,0,A,Barstow city,California,22639,22750,22812,23020,23118,23301,23484,23689,23894,23981,23944,23915
162,06,000,04758,00000,00000,0,A,Beaumont city,California,36877,36867,37261,38514,39286,40337,41994,43479,45156,46848,49126,51063
162,06,000,04870,00000,00000,0,A,Bell city,California,35477,35469,35481,35640,35758,35847,35874,35892,35756,35596,35612,35521
162,06,000,04982,00000,00000,0,A,Bellflower city,California,76616,76625,76624,76939,77202,77404,77532,77794,77581,77326,76906,76435
162,06,000,04996,00000,00000,0,A,Bell Gardens city,California,42072,42053,42056,42211,42628,42706,42714,42743,42675,42489,42192,42012
162,06,000,05108,00000,00000,0,A,Belmont city,California,25835,25833,25870,26173,26509,26770,27013,27204,27177,27057,27075,26941
162,06,000,05164,00000,00000,0,A,Belvedere city,California,2068,2071,2073,2091,2106,2121,2134,2128,2123,2116,2109,2104
162,06,000,05290,00000,00000,0,A,Benicia city,California,26997,27035,27063,27190,27380,27578,27827,28029,28126,28255,28282,28240
162,06,000,06000,00000,00000,0,A,Berkeley city,California,112580,112513,112889,113968,115309,116944,118697,120749,121547,122164,121663,121363
162,06,000,06308,00000,00000,0,A,Beverly Hills city,California,34109,33921,33937,34077,34254,34308,34363,34386,34402,34242,34051,33792
162,06,000,06434,00000,00000,0,A,Big Bear Lake city,California,5019,5037,5047,5089,5112,5127,5159,5201,5232,5264,5271,5279
162,06,000,06560,00000,00000,0,A,Biggs city,California,1707,1705,1703,1693,1692,1689,1692,1690,1695,1706,1716,1879
162,06,000,06798,00000,00000,0,A,Bishop city,California,3879,3879,3872,3847,3837,3832,3815,3772,3728,3722,3728,3747
162,06,000,07162,00000,00000,0,A,Blue Lake city,California,1253,1253,1253,1246,1241,1238,1238,1248,1266,1263,1258,1245
162,06,000,07218,00000,00000,0,A,Blythe city,California,20817,20877,20569,20294,20659,19868,19268,19202,19786,19705,19964,19682
162,06,000,07946,00000,00000,0,A,Bradbury city,California,1048,1047,1047,1056,1062,1073,1073,1079,1075,1085,1079,1070
162,06,000,08058,00000,00000,0,A,Brawley city,California,24953,24976,25038,25226,25473,25519,25660,25728,26050,26217,26172,26227
162,06,000,08100,00000,00000,0,A,Brea city,California,39282,39195,39422,39828,40139,40906,41265,41693,42392,42574,43484,43255
162,06,000,08142,00000,00000,0,A,Brentwood city,California,51481,51627,51813,52716,53508,54916,56854,58796,60571,62265,63760,64474
162,06,000,08310,00000,00000,0,A,Brisbane city,California,4282,4282,4290,4345,4402,4453,4602,4712,4711,4702,4683,4671
162,06,000,08758,00000,00000,0,A,Buellton city,California,4828,4849,4855,4877,4921,4978,5036,5069,5097,5094,5090,5102
162,06,000,08786,00000,00000,0,A,Buena Park city,California,80530,80619,80792,81553,82045,82717,82621,82770,82988,82619,82187,81788
162,06,000,08954,00000,00000,0,A,Burbank city,California,103340,103357,103351,103732,104077,104355,104405,104472,104097,104174,103349,102511
162,06,000,09066,00000,00000,0,A,Burlingame city,California,28806,28806,28838,29261,29640,29928,30258,30458,30439,30588,30434,30889
162,06,000,09598,00000,00000,0,A,Calabasas city,California,23058,23462,23464,23742,23825,24041,24058,24102,24068,24047,23867,23853
162,06,000,09710,00000,00000,0,A,Calexico city,California,38572,38573,38661,38927,39147,39298,39550,39767,40028,40083,40072,39825
162,06,000,09780,00000,00000,0,A,California City city,California,14120,14120,13467,12834,13344,13202,13203,13202,13656,13884,14167,14198
162,06,000,09864,00000,00000,0,A,Calimesa city,California,7879,7882,7918,7997,8092,8201,8380,8493,8621,8807,8944,9160
162,06,000,09878,00000,00000,0,A,Calipatria city,California,7705,7694,7689,7684,7986,7083,7491,7391,7505,7539,7418,7114
162,06,000,09892,00000,00000,0,A,Calistoga city,California,5155,5168,5174,5204,5224,5256,5274,5285,5285,5241,5300,5247
162,06,000,10046,00000,00000,0,A,Camarillo city,California,65201,65156,65257,65515,65656,65882,66517,67171,67141,67403,68883,69888
162,06,000,10345,00000,00000,0,A,Campbell city,California,39349,40580,40669,41027,41519,41891,42256,42262,42303,42567,42243,41793
162,06,000,10928,00000,00000,0,A,Canyon Lake city,California,10561,10553,10599,10699,10783,10861,10945,11007,11095,11188,11251,11280
162,06,000,11040,00000,00000,0,A,Capitola city,California,9918,9917,9925,9968,10010,10066,10114,10166,10178,10152,10073,10010
162,06,000,11194,00000,00000,0,A,Carlsbad city,California,105328,105328,105674,107460,108948,110665,111609,112662,113265,114477,115518,115382
162,06,000,11250,00000,00000,0,A,Carmel-by-the-Sea city,California,3722,3678,3687,3716,3749,3780,3804,3821,3836,3822,3815,3811
162,06,000,11446,00000,00000,0,A,Carpinteria city,California,13040,13003,13013,13021,13144,13460,13565,13605,13598,13540,13436,13385
162,06,000,11530,00000,00000,0,A,Carson city,California,91714,91711,91599,91690,92162,92535,92684,92752,92572,92193,91626,91394
162,06,000,12048,00000,00000,0,A,Cathedral City city,California,51200,51230,51452,52077,52478,52846,53187,53516,53943,54413,54793,55007
162,06,000,12524,00000,00000,0,A,Ceres city,California,45417,45843,45901,46057,46263,46482,46918,47431,47985,48340,48540,48706
162,06,000,12552,00000,00000,0,A,Cerritos city,California,49041,49043,49042,49223,49384,49507,49532,49546,50346,50697,50288,49859
162,06,000,13014,00000,00000,0,A,Chico city,California,86187,86798,86783,87269,87915,88362,89491,90369,91564,93066,94342,103301
162,06,000,13210,00000,00000,0,A,Chino city,California,77983,78069,78644,79591,79949,80799,84296,85169,87468,89601,91356,94371
162,06,000,13214,00000,00000,0,A,Chino Hills city,California,74799,74792,74963,75639,76042,76285,76509,77826,78452,80115,83239,83853
162,06,000,13294,00000,00000,0,A,Chowchilla city,California,18720,18785,18718,18892,18049,17357,18843,18391,18179,18457,18709,18310
162,06,000,13392,00000,00000,0,A,Chula Vista city,California,243916,243923,244648,248318,252379,256691,259885,264206,266238,269046,270819,274492
162,06,000,13588,00000,00000,0,A,Citrus Heights city,California,83301,83184,83273,83781,84308,84924,85665,86543,87179,87675,87707,87796
162,06,000,13756,00000,00000,0,A,Claremont city,California,34926,34878,34899,35190,35281,35650,35715,35962,35889,35835,36370,36266
162,06,000,13882,00000,00000,0,A,Clayton city,California,10897,10918,10958,11148,11271,11481,11667,11840,12008,12127,12196,12265
162,06,000,13945,00000,00000,0,A,Clearlake city,California,15250,15250,15267,15139,15067,15015,15052,15101,15526,15532,15355,15267
162,06,000,14190,00000,00000,0,A,Cloverdale city,California,8618,8614,8621,8650,8665,8716,8754,8774,8781,8741,8844,8656
162,06,000,14218,00000,00000,0,A,Clovis city,California,95631,95980,96386,97557,98588,99631,101904,103828,106353,109316,111824,114584
162,06,000,14260,00000,00000,0,A,Coachella city,California,40704,40708,40984,41878,42571,42960,43885,44344,44785,45280,45751,45743
162,06,000,14274,00000,00000,0,A,Coalinga city,California,13380,18342,18330,18303,17055,16974,16647,16755,16827,16988,16774,17179
162,06,000,14498,00000,00000,0,A,Colfax city,California,1963,1950,1957,1975,1987,1996,2000,1994,1997,1999,1996,2002
162,06,000,14736,00000,00000,0,A,Colma town,California,1792,1433,1435,1451,1470,1484,1497,1505,1500,1493,1492,1489
162,06,000,14890,00000,00000,0,A,Colton city,California,52154,52148,52261,52712,52945,53105,53706,54291,54507,54680,54637,54824
162,06,000,14946,00000,00000,0,A,Colusa city,California,5971,6222,6229,6190,6190,6171,6126,6105,6156,6146,6094,6060
162,06,000,14974,00000,00000,0,A,Commerce city,California,12823,12840,12840,12887,12929,12960,12964,12963,12922,12862,12762,12661
162,06,000,15044,00000,00000,0,A,Compton city,California,96455,96404,96442,96933,97350,97600,97634,97639,97281,97047,96348,95605
162,06,000,16000,00000,00000,0,A,Concord city,California,122067,122169,122505,123518,124678,125888,127128,128303,129036,129592,129743,129295
162,06,000,16224,00000,00000,0,A,Corcoran city,California,24813,24823,24467,24133,23694,23350,22834,22516,22716,21820,21720,21960
162,06,000,16322,00000,00000,0,A,Corning city,California,7663,7663,7676,7643,7612,7550,7516,7531,7546,7582,7564,7710
162,06,000,16350,00000,00000,0,A,Corona city,California,152374,152315,153052,154693,157405,158763,160419,163154,166067,167310,168476,169868
162,06,000,16378,00000,00000,0,A,Coronado city,California,18912,24701,23961,23336,23194,23347,23549,23682,25084,24323,21336,23731
162,06,000,16462,00000,00000,0,A,Corte Madera town,California,9253,9265,9273,9350,9386,9469,9908,9899,9864,9820,9803,9751
162,06,000,16532,00000,00000,0,A,Costa Mesa city,California,109960,110078,110221,111151,111790,112244,112485,112808,112933,113665,113302,113003
162,06,000,16560,00000,00000,0,A,Cotati city,California,7265,7265,7273,7303,7320,7375,7411,7427,7443,7451,7584,7410
162,06,000,16742,00000,00000,0,A,Covina city,California,47796,47786,47785,47963,48211,48350,48538,48569,48393,48178,47820,47450
162,06,000,17022,00000,00000,0,A,Crescent City city,California,7643,7640,7596,7517,7393,7169,6780,6767,6644,6386,6805,6787
162,06,000,17498,00000,00000,0,A,Cudahy city,California,23805,23809,23809,23901,23987,24050,24070,24111,24039,23934,23755,23569
162,06,000,17568,00000,00000,0,A,Culver City city,California,38883,38895,38888,39024,39208,39312,39329,39369,39231,39024,39059,39185
162,06,000,17610,00000,00000,0,A,Cupertino city,California,58302,58559,58689,59172,59769,60198,60592,60519,60900,60588,60004,59276
162,06,000,17750,00000,00000,0,A,Cypress city,California,47802,47865,47957,48399,48677,48971,48936,48994,48813,48835,48826,49006
162,06,000,17918,00000,00000,0,A,Daly City city,California,101123,101116,101262,102460,103915,104980,105887,106538,106882,106733,106869,106280
162,06,000,17946,00000,00000,0,A,Dana Point city,California,33351,33290,33336,33634,33830,33962,33927,33968,33931,33768,33629,33577
162,06,000,17988,00000,00000,0,A,Danville town,California,42039,41865,41987,42379,42801,43262,43817,44311,44715,44727,44683,44510
162,06,000,18100,00000,00000,0,A,Davis city,California,65622,65639,65584,65657,65781,66213,66545,67367,68028,68802,69220,69413
162,06,000,18394,00000,00000,0,A,Delano city,California,53041,53044,53130,53620,52403,52331,52447,52495,52568,52877,52921,53573
162,06,000,18506,00000,00000,0,A,Del Mar city,California,4161,4163,4173,4202,4236,4273,4299,4330,4348,4340,4335,4319
162,06,000,18688,00000,00000,0,A,Del Rey Oaks city,California,1624,1624,1628,1640,1655,1664,1670,1674,1679,1672,1662,1654
162,06,000,18996,00000,00000,0,A,Desert Hot Springs city,California,25938,27054,27172,27422,27628,27817,28008,28145,28397,28648,28815,28878
162,06,000,19192,00000,00000,0,A,Diamond Bar city,California,55544,55568,55588,55854,56087,56233,56279,56429,56581,56334,56106,55720
162,06,000,19318,00000,00000,0,A,Dinuba city,California,21453,21460,21570,22606,22809,23233,23528,23554,23875,23903,24236,24461
162,06,000,19402,00000,00000,0,A,Dixon city,California,18351,18417,18431,18490,18619,18931,19098,19299,19766,20138,20478,20698
162,06,000,19584,00000,00000,0,A,Dorris city,California,939,939,941,930,915,902,900,903,902,903,898,897
162,06,000,19612,00000,00000,0,A,Dos Palos city,California,4950,4950,4962,5003,5017,5026,5046,5084,5217,5407,5502,5527
162,06,000,19766,00000,00000,0,A,Downey city,California,111772,111775,111785,112215,112582,112858,113091,113260,112896,112426,111915,111126
162,06,000,19990,00000,00000,0,A,Duarte city,California,21321,21325,21348,21425,21601,21646,21808,21809,21725,21624,21454,21271
162,06,000,20018,00000,00000,0,A,Dublin city,California,46036,46036,45903,46804,48700,52027,54554,57545,59579,60797,63423,64826
162,06,000,20242,00000,00000,0,A,Dunsmuir city,California,1650,1640,1640,1619,1595,1572,1567,1571,1571,1572,1568,1564
162,06,000,20956,00000,00000,0,A,East Palo Alto city,California,28155,28155,28222,28551,28926,29212,29482,29661,29811,29671,29486,29314
162,06,000,21230,00000,00000,0,A,Eastvale city,California,A,53712,54054,54966,55627,56247,57386,59231,60670,62309,63815,64157
162,06,000,21712,00000,00000,0,A,El Cajon city,California,99478,99584,99823,100795,101537,102303,102789,103230,103527,103468,103041,102708
162,06,000,21782,00000,00000,0,A,El Centro city,California,42598,42588,42678,42977,43023,43316,43496,43655,44028,44114,44089,44079
162,06,000,21796,00000,00000,0,A,El Cerrito city,California,23549,23585,23644,23845,24074,24323,24551,24902,25458,25468,25607,25508
162,06,000,22020,00000,00000,0,A,Elk Grove city,California,153015,152995,153375,155615,158083,160251,162701,165997,169156,171425,172603,174775
162,06,000,22230,00000,00000,0,A,El Monte city,California,113475,113531,113677,114101,114843,115414,115627,115824,115550,115514,115308,115487
162,06,000,22300,00000,00000,0,A,El Paso de Robles (Paso Robles) city,California,29793,29747,29786,30076,30399,30718,31108,31346,31722,31772,32133,32153
162,06,000,22412,00000,00000,0,A,El Segundo city,California,16654,16656,16656,16719,16796,16855,16900,16891,16835,16752,16663,16610
162,06,000,22594,00000,00000,0,A,Emeryville city,California,10080,10112,10125,10222,10358,10878,11311,11765,11792,11751,12109,12086
162,06,000,22678,00000,00000,0,A,Encinitas city,California,59518,59526,59684,60264,60890,61555,62023,62590,62921,62884,62750,62709
162,06,000,22790,00000,00000,0,A,Escalon city,California,7132,7123,7135,7190,7215,7216,7343,7474,7501,7550,7566,7574
162,06,000,22804,00000,00000,0,A,Escondido city,California,143911,143976,144440,146099,147570,148794,149708,150683,151204,151220,151793,151625
162,06,000,22972,00000,00000,0,A,Etna city,California,737,737,736,730,724,714,712,711,713,716,717,718
162,06,000,23042,00000,00000,0,A,Eureka city,California,27191,27196,27201,27161,26931,26895,26874,26902,27153,27126,26968,26710
162,06,000,23126,00000,00000,0,A,Exeter city,California,10334,10332,10341,10375,10420,10458,10490,10486,10477,10502,10508,10485
162,06,000,23168,00000,00000,0,A,Fairfax town,California,7441,7444,7450,7512,7545,7609,7631,7624,7602,7568,7560,7522
162,06,000,23182,00000,00000,0,A,Fairfield city,California,105321,105467,105598,106245,107497,109137,110727,112365,114456,115817,116678,117133
162,06,000,23616,00000,00000,0,A,Farmersville city,California,10588,10588,10585,10594,10639,10680,10711,10710,10702,10726,10729,10703
162,06,000,23910,00000,00000,0,A,Ferndale city,California,1371,1373,1374,1379,1367,1362,1363,1364,1371,1372,1363,1352
162,06,000,24092,00000,00000,0,A,Fillmore city,California,15002,14987,15013,15076,15117,15226,15324,15444,15557,15703,15742,15870
162,06,000,24134,00000,00000,0,A,Firebaugh city,California,7549,7562,7601,7764,7894,8053,8259,8276,8290,8294,8315,8296
162,06,000,24638,00000,00000,0,A,Folsom city,California,72203,72147,72110,72542,73042,72782,74950,75935,76999,77798,78842,81328
162,06,000,24680,00000,00000,0,A,Fontana city,California,196069,196458,197317,199880,201212,202670,203972,206163,208718,211122,213202,214547
162,06,000,25058,00000,00000,0,A,Fort Bragg city,California,7273,7306,7307,7277,7279,7268,7283,7277,7291,7308,7347,7291
162,06,000,25128,00000,00000,0,A,Fort Jones city,California,839,710,710,704,694,686,684,683,685,690,689,692
162,06,000,25296,00000,00000,0,A,Fortuna city,California,11926,12039,12048,12028,11927,11891,11973,12057,12199,12277,12322,12259
162,06,000,25338,00000,00000,0,A,Foster City city,California,30567,30568,30609,30965,32098,32416,32698,33470,34279,34292,34109,33901
162,06,000,25380,00000,00000,0,A,Fountain Valley city,California,55313,55360,55470,55950,56318,56601,56671,56643,56423,56051,55663,55357
162,06,000,25436,00000,00000,0,A,Fowler city,California,5570,5654,5665,5921,5929,5938,6028,6242,6353,6487,6750,6790
162,06,000,26000,00000,00000,0,A,Fremont city,California,214089,214074,214553,217391,221426,224796,228274,231687,233478,234544,237811,241110
162,06,000,27000,00000,00000,0,A,Fresno city,California,494665,497172,497769,501429,505414,508880,514100,518203,521426,525373,528814,531576
162,06,000,28000,00000,00000,0,A,Fullerton city,California,135161,135233,135291,136386,138103,138637,138840,139982,140454,139744,139273,138632
162,06,000,28112,00000,00000,0,A,Galt city,California,23647,23703,23739,24142,24274,24433,24760,25226,25619,26167,26378,26536
162,06,000,28168,00000,00000,0,A,Gardena city,California,58829,58829,58835,59114,59368,59788,59843,59946,59873,59871,59540,59329
162,06,000,29000,00000,00000,0,A,Garden Grove city,California,170883,170958,171181,172957,173809,174422,174423,174343,174571,173422,172195,171644
162,06,000,29504,00000,00000,0,A,Gilroy city,California,48821,48879,49006,49700,50718,51893,52538,53259,55369,57549,58588,59032
162,06,000,30000,00000,00000,0,A,Glendale city,California,191719,191692,191720,192656,193859,195318,198232,199197,200118,201804,200688,199303
162,06,000,30014,00000,00000,0,A,Glendora city,California,50073,50267,50376,50624,50795,51120,51065,51769,51882,51997,51846,51544
162,06,000,30378,00000,00000,0,A,Goleta city,California,29888,30096,30143,30176,30387,30639,30880,30963,30921,31098,30954,30911
162,06,000,30392,00000,00000,0,A,Gonzales city,California,8187,8149,8171,8230,8301,8349,8379,8402,8428,8396,8349,8306
162,06,000,30658,00000,00000,0,A,Grand Terrace city,California,12040,12040,12064,12155,12243,12301,12334,12387,12460,12557,12556,12584
162,06,000,30798,00000,00000,0,A,Grass Valley city,California,12860,12876,12876,12903,12820,12784,12840,12929,12927,12932,12881,12817
162,06,000,30994,00000,00000,0,A,Greenfield city,California,16330,16334,16414,16540,16682,16766,16826,17047,17361,17362,17561,17516
162,06,000,31260,00000,00000,0,A,Gridley city,California,6584,6640,6634,6605,6605,6603,6624,6617,6622,6636,6634,7246
162,06,000,31393,00000,00000,0,A,Grover Beach city,California,13156,13161,13176,13210,13307,13403,13464,13526,13586,13585,13501,13459
162,06,000,31414,00000,00000,0,A,Guadalupe city,California,7080,7080,7086,7091,7139,7191,7248,7279,7288,7319,7613,7783
162,06,000,31568,00000,00000,0,A,Gustine city,California,5520,5520,5534,5582,5601,5621,5649,5712,5801,5815,5847,5882
162,06,000,31708,00000,00000,0,A,Half Moon Bay city,California,11324,11324,11345,11501,11677,12054,12355,12657,12761,12840,12974,12932
162,06,000,31960,00000,00000,0,A,Hanford city,California,53967,54436,54463,54612,54524,54741,55086,55608,55663,56383,56971,57703
162,06,000,32506,00000,00000,0,A,Hawaiian Gardens city,California,14254,14273,14277,14329,14376,14419,14430,14461,14423,14356,14262,14159
162,06,000,32548,00000,00000,0,A,Hawthorne city,California,84293,84290,84295,84922,85359,85863,86740,87669,87685,87308,86671,86068
162,06,000,33000,00000,00000,0,A,Hayward city,California,144186,144427,144835,146935,149406,151753,154376,157999,159331,160324,159760,159203
162,06,000,33056,00000,00000,0,A,Healdsburg city,California,11254,11255,11309,11350,11392,11485,11613,11705,11806,11795,12076,11845
162,06,000,33182,00000,00000,0,A,Hemet city,California,78657,78630,79090,80226,81033,81718,82541,83305,84121,84809,85148,85334
162,06,000,33308,00000,00000,0,A,Hercules city,California,24060,24089,24147,24346,24571,24804,25038,25271,25416,25505,25612,26276
162,06,000,33364,00000,00000,0,A,Hermosa Beach city,California,19506,19508,19506,19570,19640,19674,19659,19688,19722,19590,19404,19320
162,06,000,33434,00000,00000,0,A,Hesperia city,California,90173,90100,90279,91168,91568,91777,92071,92653,93251,94473,95013,95750
162,06,000,33518,00000,00000,0,A,Hidden Hills city,California,1856,1856,1856,1869,1878,1891,1895,1908,1916,1910,1891,1890
162,06,000,33588,00000,00000,0,A,Highland city,California,53104,53106,53218,53671,53939,54150,54325,54553,54752,55198,55311,55417
162,06,000,33798,00000,00000,0,A,Hillsborough town,California,10825,10839,10859,11001,11131,11261,11379,11466,11490,11464,11446,11387
162,06,000,34120,00000,00000,0,A,Hollister city,California,34928,34805,34973,35304,35731,36184,36665,36960,37576,38377,39750,40740
162,06,000,34246,00000,00000,0,A,Holtville city,California,5939,5947,5961,6002,6007,6021,6251,6360,6418,6559,6661,6621
162,06,000,34904,00000,00000,0,A,Hughson city,California,6640,6649,6664,6714,6849,6988,7177,7319,7398,7467,7538,7565
162,06,000,36000,00000,00000,0,A,Huntington Beach city,California,189992,191038,191296,192995,194174,197107,199610,200653,200284,200938,200126,199223
162,06,000,36056,00000,00000,0,A,Huntington Park city,California,58114,58125,58125,58334,58524,58739,58908,58933,58701,58476,57998,57509
162,06,000,36084,00000,00000,0,A,Huron city,California,6754,6745,6752,6745,6754,6765,6779,6802,6924,7285,7278,7281
162,06,000,36280,00000,00000,0,A,Imperial city,California,14758,14733,14836,15190,15556,16111,16680,16943,17089,17432,17671,18120
162,06,000,36294,00000,00000,0,A,Imperial Beach city,California,26324,26329,26388,26617,26821,27031,27055,27259,27329,27278,27362,27440
162,06,000,36434,00000,00000,0,A,Indian Wells city,California,4958,4958,4982,5040,5088,5139,5193,5255,5324,5392,5435,5470
162,06,000,36448,00000,00000,0,A,Indio city,California,76036,79166,79665,81046,82250,83358,85127,86917,88196,89438,90970,91765
162,06,000,36490,00000,00000,0,A,Industry city,California,219,217,214,206,204,207,207,207,207,206,204,202
162,06,000,36546,00000,00000,0,A,Inglewood city,California,109673,109649,109658,110501,110866,110954,110840,110693,110271,109907,109038,108151
162,06,000,36672,00000,00000,0,A,Ione city,California,7918,7913,7748,7562,7318,6963,6972,6997,7031,7818,8381,8568
162,06,000,36770,00000,00000,0,A,Irvine city,California,212375,212107,213450,220303,229063,236057,247136,255382,265345,276000,281732,287401
162,06,000,36826,00000,00000,0,A,Irwindale city,California,1422,1418,1418,1416,1413,1413,1417,1421,1427,1452,1458,1446
162,06,000,36882,00000,00000,0,A,Isleton city,California,804,804,805,810,815,819,824,830,835,844,843,844
162,06,000,36980,00000,00000,0,A,Jackson city,California,4651,4672,4658,4624,4607,4596,4611,4660,4695,4734,4793,4840
162,06,000,37692,00000,00000,0,A,Jurupa Valley city,California,A,94986,95590,97195,98350,99469,100080,101460,103240,105760,108314,109527
162,06,000,38226,00000,00000,0,A,Kerman city,California,13544,13567,13634,13877,14285,14299,14329,14412,14534,14860,14987,15282
162,06,000,38520,00000,00000,0,A,King City city,California,12874,12874,12902,13001,13119,13189,13482,13789,13830,13941,13970,14077
162,06,000,38562,00000,00000,0,A,Kingsburg city,California,11382,11454,11464,11556,11636,11698,11727,11800,11831,12013,12071,12108
162,06,000,39003,00000,00000,0,A,La Cañada Flintridge city,California,20246,20256,20258,20348,20417,20470,20451,20428,20397,20297,20161,20009
162,06,000,39122,00000,00000,0,A,Lafayette city,California,23893,23791,23873,24288,24570,25024,25423,25790,26153,26388,26524,26638
162,06,000,39178,00000,00000,0,A,Laguna Beach city,California,22723,22733,22765,22976,23098,23213,23214,23232,23165,23045,22931,22827
162,06,000,39220,00000,00000,0,A,Laguna Hills city,California,30344,30673,30713,30983,31146,31260,31215,31973,31849,31631,31395,31207
162,06,000,39248,00000,00000,0,A,Laguna Niguel city,California,62979,62989,63119,63774,64134,64381,65079,65396,65145,66011,66079,66385
162,06,000,39259,00000,00000,0,A,Laguna Woods city,California,16192,15991,16012,16148,16233,16290,16264,16251,16184,16068,15949,15850
162,06,000,39290,00000,00000,0,A,La Habra city,California,60239,59016,59108,59658,59970,60224,60421,60473,60292,60898,60778,60513
162,06,000,39304,00000,00000,0,A,La Habra Heights city,California,5325,6537,6540,6573,6606,6622,6628,6639,6616,6590,6545,6492
162,06,000,39486,00000,00000,0,A,Lake Elsinore city,California,51821,53313,53627,55078,56044,57711,60111,61955,63807,66066,68051,69283
162,06,000,39496,00000,00000,0,A,Lake Forest city,California,77264,77445,77552,78299,78727,79112,79678,81964,83019,83878,85381,85531
162,06,000,39710,00000,00000,0,A,Lakeport city,California,4753,4754,4757,4717,4683,4753,4765,4780,4909,4909,4926,5006
162,06,000,39892,00000,00000,0,A,Lakewood city,California,80048,80086,80079,80413,80672,80883,80927,80951,80895,80510,79907,79307
162,06,000,40004,00000,00000,0,A,La Mesa city,California,57065,57016,57149,57644,58099,58556,58855,59697,59751,59722,59389,59249
